p,cooperativity,pulses_per_state_prep,exact_infidelity,detuned_3pulse_warmstart_gpg_infidelity,gpg_minus_exact_penalty,max_noiseless_warmstart_infidelity,max_state_prep_infidelity,median_state_prep_infidelity,min_state_prep_trace,total_noiseless_warmstart_seconds,total_noisy_refine_seconds
0.0005,100000000.0,3,3.6092774657880966e-08,0.2660538837684818,0.26605384767570717,0.2076940949910221,0.18746778077618398,0.10421423065014973,0.9934021084878932,60.330056876759045,345.3078749210108
