p,cooperativity,pulses_per_state_prep,exact_infidelity,detuned_warmstart_gpg_infidelity,gpg_minus_exact_penalty,max_noiseless_warmstart_infidelity,max_state_prep_infidelity,median_state_prep_infidelity,min_state_prep_trace,total_noiseless_warmstart_seconds,total_noisy_refine_seconds
0.0005,100000000.0,4,3.6092774657880966e-08,0.09236412092884949,0.09236408483607483,0.08000718210473268,0.0658921220196047,0.0370491576769707,0.9872491604992344,249.95890403655358,829.9587152086897
