p,cooperativity,gpg_mode,factor,eig_index,pulse,alpha,beta,gamma,kappa,sequence_file
0.0005,1000000.0,erroneous,feedback U_3,3,8,-2.6991452468939654,-2.424894399647155,2.273736257738711,-2.4254140146091103,sequences/p_5p000000000000em04__C_1p000ep06__feedback_u_3__eig_03.csv
0.0005,1000000.0,erroneous,feedback U_3,3,9,2.7466349763744096,1.7686819690842859,-1.1873216085514193,2.6581121821629448,sequences/p_5p000000000000em04__C_1p000ep06__feedback_u_3__eig_03.csv
0.0005,1000000.0,erroneous,feedback U_3,4,1,-2.9673908317240336,2.535294929200684,0.9584425884176616,-3.911298721487681e-05,sequences/p_5p000000000000em04__C_1p000ep06__feedback_u_3__eig_04.csv
0.0005,1000000.0,erroneous,feedback U_3,4,2,-1.74294448876967,0.31162134635600025,-0.5555523480671378,0.7011339697697169,sequences/p_5p000000000000em04__C_1p000ep06__feedback_u_3__eig_04.csv
0.0005,1000000.0,erroneous,feedback U_3,4,3,-1.901019367744745,-2.055511633899163,-1.8307891976662154,-2.6134727097003685,sequences/p_5p000000000000em04__C_1p000ep06__feedback_u_3__eig_04.csv
0.0005,1000000.0,erroneous,feedback U_3,4,4,-0.7984392628135343,-2.6553841584565694,-2.1734000908860494,-2.437221050781572,sequences/p_5p000000000000em04__C_1p000ep06__feedback_u_3__eig_04.csv
0.0005,1000000.0,erroneous,feedback U_3,4,5,2.878769583924182,-2.6275185046501845,-2.1139012566353106,0.24016741805384265,sequences/p_5p000000000000em04__C_1p000ep06__feedback_u_3__eig_04.csv
0.0005,1000000.0,erroneous,feedback U_3,4,6,0.02369156034814772,-0.4519165742560469,1.566251419304095,0.8777269403185878,sequences/p_5p000000000000em04__C_1p000ep06__feedback_u_3__eig_04.csv
0.0005,1000000.0,erroneous,feedback U_3,4,7,3.133931009315747,-0.7129432962977685,0.7260194205593895,-0.7032234832712128,sequences/p_5p000000000000em04__C_1p000ep06__feedback_u_3__eig_04.csv
0.0005,1000000.0,erroneous,feedback U_3,5,1,-3.069738659478399,-3.1369069827635943,0.1531252710041191,2.1944556066716902e-05,sequences/p_5p000000000000em04__C_1p000ep06__feedback_u_3__eig_05.csv
0.0005,1000000.0,erroneous,feedback U_3,5,2,-0.9559759906580302,1.0110411711720246,0.9911011853318701,-1.824935672702902,sequences/p_5p000000000000em04__C_1p000ep06__feedback_u_3__eig_05.csv
0.0005,1000000.0,erroneous,feedback U_3,5,3,2.3937267698174733,-0.9861698378025424,1.2452765966684503,0.05676132254860405,sequences/p_5p000000000000em04__C_1p000ep06__feedback_u_3__eig_05.csv
0.0005,1000000.0,erroneous,feedback U_3,5,4,-1.0011236054978672,-0.4448802349996721,2.5742484122575306,-2.8950731447957767,sequences/p_5p000000000000em04__C_1p000ep06__feedback_u_3__eig_05.csv
0.0005,1000000.0,erroneous,feedback U_3,5,5,-1.1000249872317713,2.63167749527415,2.586606763555113,-2.2229845194733944,sequences/p_5p000000000000em04__C_1p000ep06__feedback_u_3__eig_05.csv
0.0005,1000000.0,erroneous,feedback U_3,5,6,1.0073553991798392,-0.7498864945027104,3.113650160725154,2.5882084041273736,sequences/p_5p000000000000em04__C_1p000ep06__feedback_u_3__eig_05.csv
0.0005,1000000.0,erroneous,feedback U_3,5,7,-2.4050519868494815,1.6689561247793623,-0.5190014056707312,-0.4480458361159788,sequences/p_5p000000000000em04__C_1p000ep06__feedback_u_3__eig_05.csv
0.0005,1000000.0,erroneous,feedback U_3,5,8,-0.44971186480202424,-1.9118594137963847,-3.1374760046038896,-0.08648512621196276,sequences/p_5p000000000000em04__C_1p000ep06__feedback_u_3__eig_05.csv
0.0005,1000000.0,erroneous,feedback U_3,5,9,-1.641754797770833,-2.868578615957436,3.0614207422602977,-2.1253427587512634,sequences/p_5p000000000000em04__C_1p000ep06__feedback_u_3__eig_05.csv
0.0005,10000000.0,erroneous,stage 0 split entangler,8,1,-2.324002630124212,3.1311820939220962,3.091982407340172,2.5329263031429975e-06,sequences/p_5p000000000000em04__C_1p000ep07__stage_0_split_entangler__eig_08.csv
0.0005,10000000.0,erroneous,stage 0 split entangler,8,2,-2.044761750522897,-0.957136277057318,1.1333582108063232,-2.925323307766922,sequences/p_5p000000000000em04__C_1p000ep07__stage_0_split_entangler__eig_08.csv
0.0005,10000000.0,erroneous,stage 0 split entangler,8,3,-2.3998567885451023,2.90369570360357,1.0381037719970216,0.93002767308649,sequences/p_5p000000000000em04__C_1p000ep07__stage_0_split_entangler__eig_08.csv
0.0005,10000000.0,erroneous,stage 0 split entangler,8,4,3.141592653589793,2.4797918803213794,1.5515384050578236,1.480651696508511,sequences/p_5p000000000000em04__C_1p000ep07__stage_0_split_entangler__eig_08.csv
0.0005,10000000.0,erroneous,stage 0 split entangler,8,5,-0.7402024821220105,0.18213502278915694,3.141592653589793,-2.122712967714964,sequences/p_5p000000000000em04__C_1p000ep07__stage_0_split_entangler__eig_08.csv
0.0005,10000000.0,erroneous,stage 0 split entangler,8,6,-0.4321484944483996,1.6691162142246416,-2.3738980504664786,2.001860480052062,sequences/p_5p000000000000em04__C_1p000ep07__stage_0_split_entangler__eig_08.csv
0.0005,10000000.0,erroneous,stage 0 split entangler,8,7,2.3933673826050144,-0.9284984728128982,1.4118068172222427,1.8219037887587535,sequences/p_5p000000000000em04__C_1p000ep07__stage_0_split_entangler__eig_08.csv
0.0005,10000000.0,erroneous,stage 0 split entangler,8,8,-2.8457796924644665,0.7275578897971801,0.53347165110072,1.2292323906316625,sequences/p_5p000000000000em04__C_1p000ep07__stage_0_split_entangler__eig_08.csv
0.0005,10000000.0,erroneous,stage 0 split entangler,8,9,3.091929748140594,2.3841939237874032,-3.13838312893229,-1.8122192925530927,sequences/p_5p000000000000em04__C_1p000ep07__stage_0_split_entangler__eig_08.csv
0.0005,10000000.0,erroneous,stage 0 split entangler,8,10,-3.116240475338144,-0.26111412375973014,-2.0221136087859657,-1.269356555198297,sequences/p_5p000000000000em04__C_1p000ep07__stage_0_split_entangler__eig_08.csv
0.0005,10000000.0,erroneous,stage 0 split entangler,9,1,2.046147001687288,3.0396576200013348,0.6426014740914715,-0.0002070569789985269,sequences/p_5p000000000000em04__C_1p000ep07__stage_0_split_entangler__eig_09.csv
0.0005,10000000.0,erroneous,stage 0 split entangler,9,2,0.6768277640416066,2.58383464482524,-2.9934101474445294,2.799595543486973,sequences/p_5p000000000000em04__C_1p000ep07__stage_0_split_entangler__eig_09.csv
0.0005,10000000.0,erroneous,stage 0 split entangler,9,3,3.141592653589793,-0.44150349536535344,-1.8264951722130383,-0.5175566038754326,sequences/p_5p000000000000em04__C_1p000ep07__stage_0_split_entangler__eig_09.csv
0.0005,10000000.0,erroneous,stage 0 split entangler,9,4,-1.9390642883396545,-2.9669194731631268,-1.6424981916613637,2.1438440059882145,sequences/p_5p000000000000em04__C_1p000ep07__stage_0_split_entangler__eig_09.csv
0.0005,10000000.0,erroneous,stage 0 split entangler,9,5,-1.442141428421029,-2.472584817742181,-2.6434040162498254,-0.5502048306634018,sequences/p_5p000000000000em04__C_1p000ep07__stage_0_split_entangler__eig_09.csv
0.0005,10000000.0,erroneous,stage 0 split entangler,9,6,-2.920795161879684,-2.758059634383007,-2.6924868469734573,0.3185565716752304,sequences/p_5p000000000000em04__C_1p000ep07__stage_0_split_entangler__eig_09.csv
0.0005,10000000.0,erroneous,stage 0 split entangler,9,7,3.12904598155297,1.095298416539831,-2.7329202894473275,2.978395987890507,sequences/p_5p000000000000em04__C_1p000ep07__stage_0_split_entangler__eig_09.csv
0.0005,10000000.0,erroneous,stage 0 split entangler,9,8,0.3565470239046174,-1.7129237214091604,-0.416969973156998,-1.115390600196857,sequences/p_5p000000000000em04__C_1p000ep07__stage_0_split_entangler__eig_09.csv
0.0005,10000000.0,erroneous,stage 0 split entangler,9,9,2.20201128312865,-0.7934655632612467,1.3487001322168546,0.5431686920731703,sequences/p_5p000000000000em04__C_1p000ep07__stage_0_split_entangler__eig_09.csv
0.0005,10000000.0,erroneous,stage 0 split entangler,9,10,0.13070756866724115,0.8541614739130171,0.7853003730323006,-1.5861082283569685,sequences/p_5p000000000000em04__C_1p000ep07__stage_0_split_entangler__eig_09.csv
0.0005,10000000.0,erroneous,stage 0 split entangler,9,11,1.8694392580003112,0.6000994773149085,0.9130193887354284,0.7254829824899907,sequences/p_5p000000000000em04__C_1p000ep07__stage_0_split_entangler__eig_09.csv
0.0005,10000000.0,erroneous,stage 1 split entangler,1,1,0.9405688767241495,-2.2270900922142043,0.46164297780159586,0.004874969842046157,sequences/p_5p000000000000em04__C_1p000ep07__stage_1_split_entangler__eig_01.csv
0.0005,10000000.0,erroneous,stage 1 split entangler,1,2,-3.1371769153541686,-0.4938327101033081,2.8181826078445704,1.798495394383579,sequences/p_5p000000000000em04__C_1p000ep07__stage_1_split_entangler__eig_01.csv
0.0005,10000000.0,erroneous,stage 1 split entangler,1,3,-2.946687846560279,2.1037339294914816,-2.0097234628938176,0.09008003170377894,sequences/p_5p000000000000em04__C_1p000ep07__stage_1_split_entangler__eig_01.csv
0.0005,10000000.0,erroneous,stage 1 split entangler,1,4,1.6820225294854398,-1.0711593891166802,-2.0150142099153796,2.9231632227367124,sequences/p_5p000000000000em04__C_1p000ep07__stage_1_split_entangler__eig_01.csv
0.0005,10000000.0,erroneous,stage 1 split entangler,1,5,-1.7826155853229,2.2481711657076078,2.4577763732896343,-2.8370889778353354,sequences/p_5p000000000000em04__C_1p000ep07__stage_1_split_entangler__eig_01.csv
0.0005,10000000.0,erroneous,stage 1 split entangler,1,6,1.8916366797621227,-1.677700564471287,-1.0462840026377567,1.6376871823859365,sequences/p_5p000000000000em04__C_1p000ep07__stage_1_split_entangler__eig_01.csv
0.0005,10000000.0,erroneous,stage 1 split entangler,1,7,0.007022810197523436,0.06334172283030048,0.024942632229902343,0.23166129036807603,sequences/p_5p000000000000em04__C_1p000ep07__stage_1_split_entangler__eig_01.csv
0.0005,10000000.0,erroneous,stage 1 split entangler,1,8,-0.07265599007907653,0.19216681147004033,0.0647387068548923,0.026621821800356157,sequences/p_5p000000000000em04__C_1p000ep07__stage_1_split_entangler__eig_01.csv
0.0005,10000000.0,erroneous,stage 1 split entangler,2,1,-2.4969087201448508,-2.5295189198521166,1.390010354218077,0.0008008159299725157,sequences/p_5p000000000000em04__C_1p000ep07__stage_1_split_entangler__eig_02.csv
0.0005,10000000.0,erroneous,stage 1 split entangler,2,2,1.9371623736264207,2.2902017704139404,-1.8208586444800066,-0.7923261691562526,sequences/p_5p000000000000em04__C_1p000ep07__stage_1_split_entangler__eig_02.csv
0.0005,10000000.0,erroneous,stage 1 split entangler,2,3,2.5357176417202605,0.3478818027910993,0.4970488875565958,-2.063041288320964,sequences/p_5p000000000000em04__C_1p000ep07__stage_1_split_entangler__eig_02.csv
0.0005,10000000.0,erroneous,stage 1 split entangler,2,4,-0.6610124626524487,2.0170650382353945,0.8405211870327448,-0.16297251704584986,sequences/p_5p000000000000em04__C_1p000ep07__stage_1_split_entangler__eig_02.csv
0.0005,10000000.0,erroneous,stage 1 split entangler,2,5,1.7982978943038899,-2.323547200085693,1.1839491667945423,-0.04948668522718722,sequences/p_5p000000000000em04__C_1p000ep07__stage_1_split_entangler__eig_02.csv
0.0005,10000000.0,erroneous,stage 1 split entangler,2,6,1.1919441191167623,-2.260517360509232,-2.293554273164887,1.9681709532227265,sequences/p_5p000000000000em04__C_1p000ep07__stage_1_split_entangler__eig_02.csv
0.0005,10000000.0,erroneous,stage 1 split entangler,2,7,0.4019298302751468,-0.8423195604852936,-2.466933890880739,0.014897195804877259,sequences/p_5p000000000000em04__C_1p000ep07__stage_1_split_entangler__eig_02.csv
0.0005,10000000.0,erroneous,stage 1 split entangler,2,8,1.404763541657915,-2.970900548871119,1.7602623614781672,1.4416960322670116,sequences/p_5p000000000000em04__C_1p000ep07__stage_1_split_entangler__eig_02.csv
0.0005,10000000.0,erroneous,feedback U_0,0,1,3.0799908201466613,-2.281956361050903,3.005632123282708,0.03647926371946349,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_00.csv
0.0005,10000000.0,erroneous,feedback U_0,0,2,0.07137113526037761,0.5399626859210129,-0.34144754422199136,-0.05883757535265857,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_00.csv
0.0005,10000000.0,erroneous,feedback U_0,0,3,-0.2804072145105346,-0.5354926621757437,2.9901034173092786,-2.763986530785851,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_00.csv
0.0005,10000000.0,erroneous,feedback U_0,0,4,0.12575845146596018,-2.4708081783731,-0.8393425013847086,0.1994826885136363,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_00.csv
0.0005,10000000.0,erroneous,feedback U_0,0,5,-1.5101141981826012,2.1485828989479203,0.3185891048113897,-3.0292008645242294,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_00.csv
0.0005,10000000.0,erroneous,feedback U_0,0,6,2.225036739265576,0.39159329507898716,-1.6962257515024657,1.644529423218197,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_00.csv
0.0005,10000000.0,erroneous,feedback U_0,0,7,0.10111310394749398,-1.5719431766867666,-1.4816770064549019,2.808529011823872,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_00.csv
0.0005,10000000.0,erroneous,feedback U_0,0,8,1.9080256791241497,-2.4981016389890986,1.1904733670101826,-0.7038344970943935,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_00.csv
0.0005,10000000.0,erroneous,feedback U_0,0,9,1.5788189920009028,1.5821262906118314,2.8754870201286593,2.641730643041042,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_00.csv
0.0005,10000000.0,erroneous,feedback U_0,2,1,1.8700922959820896,-3.027790483872739,-0.9016195784252714,0.0007875186876640764,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_02.csv
0.0005,10000000.0,erroneous,feedback U_0,2,2,-1.7995631976226152,0.6410988528441272,2.616379667946859,-1.0037151084026428,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_02.csv
0.0005,10000000.0,erroneous,feedback U_0,2,3,-0.7881099383141644,2.8224633905107126,2.285424161528417,-0.3881829854398683,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_02.csv
0.0005,10000000.0,erroneous,feedback U_0,2,4,0.5615588957904571,2.800889291755132,-3.1104186126470044,-1.4637006797966057,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_02.csv
0.0005,10000000.0,erroneous,feedback U_0,2,5,3.00290191102339,2.3668662260606,-2.93455413400954,-1.9720134614415585,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_02.csv
0.0005,10000000.0,erroneous,feedback U_0,2,6,0.10557957521291848,-0.11075451573409746,-2.152015616397966,-0.987260137800065,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_02.csv
0.0005,10000000.0,erroneous,feedback U_0,2,7,-0.04507853281749453,1.9447263549633522,1.1683808181566873,-0.806641207473413,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_02.csv
0.0005,10000000.0,erroneous,feedback U_0,2,8,2.4197465169512253,-1.2170800732550484,2.985066191340048,-0.5538302556977979,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_02.csv
0.0005,10000000.0,erroneous,feedback U_0,2,9,2.012942817664743,1.4007510174732696,-0.31160267514316126,2.350490016434994,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_02.csv
0.0005,10000000.0,erroneous,feedback U_0,3,1,-1.4483584786468011,2.8362487919973263,1.2168484287956154,0.0019758490344046033,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_03.csv
0.0005,10000000.0,erroneous,feedback U_0,3,2,-2.6564327443594102,1.311959576978451,0.9414198702687169,1.9938954019787414,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_03.csv
0.0005,10000000.0,erroneous,feedback U_0,3,3,-1.7340202760453074,1.944271890848244,-0.8036436221789475,2.6701745054244777,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_03.csv
0.0005,10000000.0,erroneous,feedback U_0,3,4,-0.8860064390109068,-2.814340571545199,2.5548926389811735,-0.7217070602466121,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_03.csv
0.0005,10000000.0,erroneous,feedback U_0,3,5,-3.141592653589793,2.893428218572286,2.5916145173416614,-1.1198786845880215,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_03.csv
0.0005,10000000.0,erroneous,feedback U_0,3,6,2.3407635723939704,-0.47247740229128965,1.9984055345668432,-0.33822735010347704,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_03.csv
0.0005,10000000.0,erroneous,feedback U_0,3,7,-1.5191361322314947,0.8597710196446482,2.2160941888895844,-1.5106180960041882,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_03.csv
0.0005,10000000.0,erroneous,feedback U_0,3,8,2.5014789657010694,2.8620248786564817,-0.11842389087579025,0.3361757272789811,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_03.csv
0.0005,10000000.0,erroneous,feedback U_0,3,9,-3.141545451581139,-0.32110004034407374,-2.5381590557808846,0.5511658569638777,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_03.csv
0.0005,10000000.0,erroneous,feedback U_0,4,1,-0.05142087406672219,0.1652044581460749,1.0932889079357464,-7.283964172757329e-09,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_04.csv
0.0005,10000000.0,erroneous,feedback U_0,4,2,1.5904724957921497,1.6008169965833414,2.8490046809428997,-9.410304492386066e-11,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_04.csv
0.0005,10000000.0,erroneous,feedback U_0,4,3,1.4777372009175422,0.43812359762615405,2.936234144866667,0.4596170951548327,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_04.csv
0.0005,10000000.0,erroneous,feedback U_0,4,4,3.138370751111132,2.942661696312495,0.40769520929219866,0.8941412704642644,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_04.csv
0.0005,10000000.0,erroneous,feedback U_0,4,5,-0.43290181483558027,-0.9728304016828001,-2.8746011782509022,-2.083629655332541,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_04.csv
0.0005,10000000.0,erroneous,feedback U_0,4,6,0.6357471031410042,0.4986437816473663,0.6481071299197413,0.5267996966144443,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_04.csv
0.0005,10000000.0,erroneous,feedback U_0,4,7,3.094125020350564,1.6356952729275949,0.7858502567926146,0.4103144381218985,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_04.csv
0.0005,10000000.0,erroneous,feedback U_0,4,8,2.450549982833677,-0.9485290820179835,-1.2556280422825572,-0.24007421012285074,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_04.csv
0.0005,10000000.0,erroneous,feedback U_0,4,9,-3.0017211084673163,-3.141592653589793,-1.4809843836722922,2.1778177240991674,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_0__eig_04.csv
0.0005,10000000.0,erroneous,feedback U_1,0,1,-1.1486014983729014,-1.7749908978392628,1.9841962474041597,0.017452667510686803,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_00.csv
0.0005,10000000.0,erroneous,feedback U_1,0,2,0.1464841037327343,-2.509974496436185,-1.0141365143415126,-0.041605543459597126,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_00.csv
0.0005,10000000.0,erroneous,feedback U_1,0,3,-0.5752851205057846,-0.6775535522192482,1.2925071227100835,1.5061752322526725,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_00.csv
0.0005,10000000.0,erroneous,feedback U_1,0,4,-0.9702028593955397,-1.227730012122436,1.5085621871060337,-2.8881483413775544,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_00.csv
0.0005,10000000.0,erroneous,feedback U_1,0,5,-2.9958196570706384,0.8442971759692705,1.5609698569528507,0.03308805378338474,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_00.csv
0.0005,10000000.0,erroneous,feedback U_1,0,6,-2.720635746636911,-1.6378484510646398,2.7698807908389753,2.003750164844308,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_00.csv
0.0005,10000000.0,erroneous,feedback U_1,0,7,-0.3838801295170824,2.7882950205332904,-3.1391907712666542,-0.13813459214827256,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_00.csv
0.0005,10000000.0,erroneous,feedback U_1,0,8,2.8716675995689647,2.820507937462199,-3.0986541731840416,-1.7325302120895678,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_00.csv
0.0005,10000000.0,erroneous,feedback U_1,1,1,-1.6676019515107219,-0.5387647305552423,0.5532906017798246,-0.0009466213313693556,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_01.csv
0.0005,10000000.0,erroneous,feedback U_1,1,2,-2.950837995841815,-0.420421932496354,-2.499203971081657,0.32558327954736116,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_01.csv
0.0005,10000000.0,erroneous,feedback U_1,1,3,-0.7233719839220722,2.5821412713395024,-1.388070054424107,-1.696686041373322,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_01.csv
0.0005,10000000.0,erroneous,feedback U_1,1,4,0.4737899844512435,2.9679943747162234,1.2667153545384375,1.343982031438231,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_01.csv
0.0005,10000000.0,erroneous,feedback U_1,1,5,-2.4482785443361177,-1.3427483583588355,1.843108113544564,2.5572024220654423,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_01.csv
0.0005,10000000.0,erroneous,feedback U_1,1,6,-2.411741185475563,0.7525477995767755,-1.8230886391059875,-1.1129187904527467,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_01.csv
0.0005,10000000.0,erroneous,feedback U_1,1,7,-2.8027831924217264,0.9572453086464632,1.6431713673656063,1.1427028314252528,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_01.csv
0.0005,10000000.0,erroneous,feedback U_1,1,8,0.6695232066226512,-0.640467876162195,-2.371458712624419,-0.4402421802734266,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_01.csv
0.0005,10000000.0,erroneous,feedback U_1,2,1,1.1919516423933942,2.1980613653123062,-1.628694126336827,-0.0001267049518132094,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_02.csv
0.0005,10000000.0,erroneous,feedback U_1,2,2,-1.6456961158491175,-2.214302334378354,-1.91411444945916,-0.3234447300486857,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_02.csv
0.0005,10000000.0,erroneous,feedback U_1,2,3,-0.9077375635634644,-1.0338275449024508,1.2399261468551328,1.70064727500933,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_02.csv
0.0005,10000000.0,erroneous,feedback U_1,2,4,-1.3300900396066753,2.6893310600181364,-0.7168464892470607,0.23923119013909175,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_02.csv
0.0005,10000000.0,erroneous,feedback U_1,2,5,-0.141615410851485,2.2592046592498294,2.3212501709266578,1.3933493906562462,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_02.csv
0.0005,10000000.0,erroneous,feedback U_1,2,6,-2.7506115105244673,1.5770609724345621,3.085191120003855,1.0688025079965127,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_02.csv
0.0005,10000000.0,erroneous,feedback U_1,2,7,-1.5370403793349954,-1.4805030584699062,1.529168372288292,-0.540620715700518,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_02.csv
0.0005,10000000.0,erroneous,feedback U_1,2,8,2.6141692560841086,1.1023330722398472,0.9025371485713731,0.1417347323952469,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_02.csv
0.0005,10000000.0,erroneous,feedback U_1,3,1,0.3075815235877213,0.4535328987760948,0.5270596826931516,0.00014212071198361245,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_03.csv
0.0005,10000000.0,erroneous,feedback U_1,3,2,3.129468335261487,0.38253122518730603,2.6463855327021877,1.2278024394378806,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_03.csv
0.0005,10000000.0,erroneous,feedback U_1,3,3,-1.216970245634585,1.0470371239821588,-0.2855670052296616,2.642294770765737,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_03.csv
0.0005,10000000.0,erroneous,feedback U_1,3,4,-2.1887884956308916,2.981123334406881,1.6298673837489792,-0.5013132649400207,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_03.csv
0.0005,10000000.0,erroneous,feedback U_1,3,5,-0.27495840256790144,0.7233010497754266,-0.4400421826379951,-0.5632026636498445,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_03.csv
0.0005,10000000.0,erroneous,feedback U_1,3,6,-1.9407878474130191,-2.421806907303889,-1.019480792251237,0.842360310324598,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_03.csv
0.0005,10000000.0,erroneous,feedback U_1,3,7,1.2467146255575117,1.3339728160833393,1.5718380312316194,1.0686193140013938,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_03.csv
0.0005,10000000.0,erroneous,feedback U_1,3,8,-1.9406830998990239,1.2648995065693274,0.5183006237402543,-0.18644022521491188,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_03.csv
0.0005,10000000.0,erroneous,feedback U_1,4,1,-0.1378267524108174,-3.1415838291492504,3.141585666342183,8.322611235048223e-06,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_04.csv
0.0005,10000000.0,erroneous,feedback U_1,4,2,-3.1389488877079845,1.3222644593826347,-3.0188880632180184,3.092455635798167,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_04.csv
0.0005,10000000.0,erroneous,feedback U_1,4,3,3.0646928310799813,-0.11120306138392205,-1.0135983182614383,1.774452992162106,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_04.csv
0.0005,10000000.0,erroneous,feedback U_1,4,4,0.5146801797976673,-2.7324711591662063,0.22535415550218016,-2.3121999923562,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_04.csv
0.0005,10000000.0,erroneous,feedback U_1,4,5,1.7683035735397536,1.247001667569173,-2.246011534389223,0.9693655669941416,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_04.csv
0.0005,10000000.0,erroneous,feedback U_1,4,6,-0.7284307564772935,-2.3173709839839094,2.979711266695441,-1.0134639493997024,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_04.csv
0.0005,10000000.0,erroneous,feedback U_1,4,7,-2.1405460753311645,-2.4354305149843913,-2.3860606825635107,-1.0532275107033684,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_04.csv
0.0005,10000000.0,erroneous,feedback U_1,4,8,0.11272313181099018,-2.3215484848988104,-1.5678467933056917,-0.0780683841024421,sequences/p_5p000000000000em04__C_1p000ep07__feedback_u_1__eig_04.csv
