pulse_index,alpha,beta,gamma,kappa,detuning
1,1.0597128178216293,-2.1876832848744483,1.0050615389711548,1.1491277185512654,0.050000000000000003
2,0.53748415366779079,0.83224971529311609,1.3871719168585575,-0.079972074984710595,0.98798196939612382
3,-0.17788597858905564,-1.2074491953868836,-3.0006366191621421,1.4913645500440693,0.99208314929067654
4,-1.8487580352159081,2.8539850193202159,-1.8459328791337024,-1.4124933841260754,0.72013039723086869
5,-0.42856107555950468,2.6418393171248749,-0.39365751399787036,-1.8857708169517433,0.51673097052641725
6,-0.34947635676562178,1.4846492183009659,-3.0962046123364622,1.4984050697587961,1.1653247754956366
7,0.81670084115507691,2.853111992652138,-0.37508461512119229,-1.6825729162316623,1.2943137575827597
8,-0.54976293167514256,2.4710727156010823,1.6024554495086076,-0.46872223837999621,1.1398417582805347
9,2.1967068603081032,-0.68952117420055448,-1.904738640560266,-0.53032574764356466,1.2202765099936539
10,2.1043818123965616,0.69995339901942666,1.4204022173948545,1.1794161955512446,1.2929846007743988
