pulse_index,alpha,beta,gamma,kappa,detuning
1,-2.4274379283499128,0.028825151608734296,1.826205600491543,-0.0011104107831271051,0.81633756196191465
2,0.80266266448307322,0.30617533848131989,-1.992862324592708,2.3247859634902834,0.050000000000000003
3,2.7321740224508706,0.12895073250971317,1.731371787335507,2.1631278698612895,0.17572265639781579
4,1.6311535945647,2.5849363020983445,-0.87702669094963892,1.239918217211476,0.17368462604006227
5,1.568956862464236,0.92759587583099867,-3.1181778174961354,2.4266854310937727,1.15603211323604
6,0.94847105515305052,-2.9174952697752343,0.72808975158901701,-2.0096153472206266,1.03761859782433
7,-0.59548965594523073,-2.9853522641310546,2.0987663360312361,-2.8917638949359161,0.64803292763679354
8,-2.9695062538567871,-1.0658272639921302,1.8221704130208582,-2.6908896589036364,1.0236248104637851
9,0.28916893200793936,-1.3810308184203341,0.40424573029774119,-2.5579676541977827,1.1631664572896121
10,0.52309821363929887,1.7056760919121978,-2.7019761670974765,-1.9970681682783347,1.5415594037995815
