pulse_index,alpha,beta,gamma,kappa,detuning
1,0.55851628022937616,-0.28898871249528463,-2.289129962036192,-1.7022839361368227,0.050000000000000003
2,-2.6007225090978072,-1.0652210740026189,2.4465374434999938,1.0137983659726693,0.11136147032969013
3,-1.2746344126504143,-2.086058163268798,1.7435164075103387,0.49252230793706342,0.73734444964427381
4,1.2059894637874347,-1.9260309348311231,-1.8348173550346414,1.4789802411998512,1.1981844206616632
5,-0.018773383287024232,-1.2114536592557534,-0.52382796344959182,-2.3502627364572586,1.2666751600061981
6,-1.1339583002861267,-2.7706515587880531,2.856359935859321,2.5641511072102028,1.3715542912540355
7,-2.9400130951187773,-1.861432613571179,-0.91017371299097372,-0.080534087018121994,1.011222684609403
8,-1.4172142014146523,2.1986435425340445,-3.0391819572155616,-2.4393859015824417,1.2147406715117017
9,-2.0569114048422721,-2.1093429290251344,-1.8102233335877862,2.0216770982988863,0.85660045782354965
10,2.7870806928713092,1.029090438398955,-0.4369949413427503,2.433609114777346,1.2455450367190943
11,0.32797990920582532,1.3907547574916399,-0.13789066214227866,2.6557795224696346,1.1881780101274697
