pulse_index,alpha,beta,gamma,kappa,detuning
1,1.7541572497281104,3.1200698255463974,0.70944044145429674,-2.2110756552890618,0.050000000000000003
2,3.0350263581732988,2.9418156596283089,-1.5514697624491265,2.3892262496455809,0.99778588241397737
3,2.8358773636827603,-2.5292287637104232,-1.0232630451493014,-1.8811460843900807,0.11592203358104419
4,-1.1472682794738061,-1.2828199427069145,-0.45473644407133601,2.5448741282872693,1.0193105093717987
5,-1.7457495973292891,-2.3278857918384239,-2.6168810551862447,1.0833503219141427,1.0636025300589551
6,-2.6542025538962322,0.38195745406350434,-1.981797096323979,-0.057220362309960977,1.0047841856966429
7,2.8648719469562876,1.4805928300664033,-2.3387959285068902,1.5245446550845203,0.93752136853220469
8,-1.282114485129231,-0.91006941644261197,-2.5101564585235896,-2.5824511077991068,1.2411022778825656
9,1.1465485835371882,-1.0947919111789195,-0.64789028201189136,2.3121842815239271,1.360642311896946
10,0.0020432176252680725,0.025763840160314858,-0.00079440456469199083,0.0027621208841263848,1.0008898718742791
11,0.0048857953149615135,0.037921987732785573,0.0020411413933311934,-4.6787371493582002e-05,1.0002151672676867
