pulse_index,alpha,beta,gamma,kappa,detuning
1,2.8022789915192505,-0.21757206016007641,-1.8357562413446542,0.95857297735295732,0.050000000000000003
2,1.550600385562336,-2.5395847123145678,-1.0125374955466251,-0.83416568430570182,0.059501943169814803
3,-3.1415926535897931,-2.7184106083133801,-3.1405904943740501,1.207340868013586,1.0771965513715993
4,-0.13475497143962498,-2.7231843027888929,0.63396294003660558,-0.31085975841318791,0.47425275999688349
5,-2.2428520691112031,-1.8577804430317959,1.3417926269463405,2.7309853249495069,0.90466760763745746
6,-0.28421261983149365,0.87907837027683122,1.6102399385490915,-0.094128863937797499,1.0206168943456186
7,2.0728864510229079,2.7106546614807789,1.4026059422597161,-0.87323757152901738,1.5386688192788518
8,-2.6607883357236775,0.89481129084116406,0.77451420619518407,-1.2166281717502663,1.5112999780196645
9,0.31789368639268833,0.078809266792572316,-0.1139898532447961,-0.10802224542645548,1.1445303538814815
