pulse_index,alpha,beta,gamma,kappa,detuning
1,-0.68251066653979653,1.9578470784203175,-1.8873999384533902,2.8936627766342164,0.050000000000000003
2,2.8471168262471114,-2.477691462598393,0.47723756003866985,-1.5083680583638384,0.84719742945144816
3,-1.5019471758467589,-1.3571044823887171,0.88845635537006951,1.7038189334900551,0.83346217772611664
4,-1.9119175126978836,-1.0119712514699395,2.1905660254809995,2.2204050084446449,0.6806920815818075
5,2.3418106664904155,1.173906459928274,-1.7218908400701369,-1.9188992276406063,0.7058691298816846
6,-1.7736966906814737,0.93119576619182853,-1.8546060850002373,-0.7177848667436959,1.0091461328163032
7,-2.2937170570418792,-1.4252809788442116,-2.1697276455063426,-0.17472408936146924,0.98420269518005365
8,-2.3199770338992094,-1.4522451005026529,-1.6044593943155043,-0.8544423143652744,1.0625373552209991
9,-2.0668807821250237,0.43164706106927375,1.9935175308062631,0.86702764173709301,1.1081245880997841
10,0.44823755329108017,-2.9391600089376038,1.5642813476734061,2.728113138548768,1.2168683403370522
