pulse_index,alpha,beta,gamma,kappa,detuning
1,0.11147120443443242,-1.3731708612090017,-2.2891499095510515,-1.8208071485052346,0.050000000000000003
2,-3.0171515508665521,-0.42736403805045714,1.9995291763242495,-0.30237928789272156,0.93073707176913756
3,-0.50431067781974803,-0.11652148741236054,0.45750810734670194,-3.0795493464416124,0.35720758523645957
4,0.82639121927474157,-0.093493062873853949,-1.0644985493924179,-1.1085078712439971,0.71913429967585885
5,-0.28331850053293189,-3.071373277074124,-0.90342483310679988,-1.2053785862568289,0.68156862858667888
6,-0.43555238229870447,-2.155609736285883,2.5799157628548213,2.9037825123150696,0.73351265844372193
7,-2.9740656781603128,-2.8131853266661428,-0.21181326236734802,1.3657879404726549,1.0526016747712272
8,-1.8325922905335943,1.900415355429127,-2.0264780127512032,-2.9079440424534946,0.85816402145440285
9,-1.9114265745471353,-2.6054394528945264,-2.2256539272488554,3.1014352465821755,1.2188594363634289
10,2.8177180893724021,1.3912811470436259,-0.29150059910836323,2.6382506072217615,1.0426055897607311
11,0.99216858764527227,1.0039995051132742,-0.10727395641318202,3.0220121973037606,1.1752554130568318
