pulse_index,alpha,beta,gamma,kappa,detuning
1,-1.4700901782699916,-1.3383274752684005,-1.9741179941253499,1.8857171318965438,0.050000000000000003
2,-0.35012391665357179,-0.17363320476417723,-1.2664157552765571,0.20169582659088808,0.79996330805175231
3,0.76399924373326178,1.2887099345899968,0.73727224162566496,2.8098867178403548,0.49720858536597767
4,0.67929198205813024,-0.577027407425867,-2.0830586827942623,2.4844460710616971,0.97016060556312267
5,-0.54114448402520765,0.5665085305151436,-0.71922950649221962,2.4325910557685764,1.3703761871153997
6,-2.8039790337908239,-2.624975628820815,3.078947571942372,-0.51985488093417953,1.1079375351358629
7,-0.54063832567554782,1.006623009734771,-3.0841421513949272,-0.80561244974669755,0.7838134654588883
8,1.5783566952790173,-1.933618094385799,-0.16968207353000531,0.32940916282142907,1.1727341493938419
9,1.9563511812154282,-1.3343931123092718,2.1462976705730625,-1.6305103902816114,1.0156856876506939
10,-2.615204152513023,0.99114961281231984,3.0312594957868915,-1.1747071570869867,1.3261692778458913
