pulse_index,alpha,beta,gamma,kappa,detuning
1,0.84756248768665665,-3.0492058408540164,-2.1698710370811294,0.32751899308480381,0.050000000000000003
2,2.8496900996767209,-0.07542029720241121,-3.018427113543801,1.3619486773889775,0.55754714950574846
3,3.1084822416007061,-0.89028794193748795,-1.2547052477804641,-3.0479152795105389,0.19649333262062607
4,-1.346965819160725,1.8436706656510926,-1.4615975283261939,0.21150282992166311,2.6553524956649808
5,-1.3155961503244844,0.76934715611879612,-1.0043335395259774,-2.9043161218103042,0.60856740293627709
6,1.7452824115250294,0.92920507521932527,2.6378175836890918,-3.1415926535897931,2.3428910839999291
7,0.25001310612761168,1.5208812929558109,2.5900546157805735,-1.0147023427719661,1.8721702289798969
8,-0.21476975382342664,-2.78759088459985,-0.88887939686560469,2.2416092314571636,0.55033593879266407
9,2.6123698027124602,0.88150803252825449,2.7350574215646803,2.9076291067896225,0.73584664671711353
10,-1.1392320617589673,-0.9687149666742062,1.5966979412362612,2.9354067446813175,1.0230279533416027
