pulse_index,alpha,beta,gamma,kappa,detuning
1,-2.4317540554760488,-0.47860461518948666,1.8261834738697507,0.052595509327233232,0.87472272000732099
2,0.63518689583779198,0.15145006927119831,-1.997189290371127,2.5476125266503304,0.26016789938839058
3,2.4468293472744662,0.30943710750615788,1.5638859351849108,2.3770597040248678,0.23712433430790039
4,2.353530037151462,2.7119642722245496,-1.1623591606943577,1.1360385483165762,0.39963631186713422
5,1.808604863991325,0.9133859395542282,-2.9651119866059972,2.6975519465248623,1.135852819598812
6,0.99635653058224838,-2.5171219590308502,0.9677660214528131,-1.6846149132380015,1.0915257004858154
7,-0.78148212253584726,-2.4910352319457494,2.1466652741928156,-3.0619503756828039,0.62628487750837836
8,-2.9348052408234695,-1.0766748703438387,1.6361685236582904,-2.8400823766438199,1.105287641169006
9,0.28802120860090302,-1.3921391194269062,0.43893419487427138,-2.5348100632635671,1.1521109906059857
10,0.51197372751512882,1.6805987398611952,-2.703152121884445,-1.992159670903195,1.4615845781927319
