pulse_index,alpha,beta,gamma,kappa,detuning
1,2.8907932865875332,-0.57348831042871262,-2.9619418554803771,0.042298926918981287,0.88237545491533109
2,1.0927510069608439,-2.3322160679660269,-2.2632236006410342,3.0527010965121777,0.18958108005038346
3,1.5214305352579176,-1.079188774721145,-0.3984348542894573,-3.0227366389065158,1.261010827692467
4,-2.7353584334444263,0.99026950541266356,0.0058345378641905515,-2.0206482107495898,1.0440467634461306
5,1.1635579740144342,1.5478639752486643,0.23987221757588373,-0.67678055043177443,1.1916201180102015
6,1.3404625182432577,-1.6116929583910471,2.1670195731691297,-2.7587664996164181,1.4106273573369414
7,0.7656139889343001,-1.6440137873883867,2.6767568188444932,-0.80148402477965353,1.0146134417649511
8,-1.7003445598152922,-2.7819565467956453,1.0316773763941283,1.0402620057932797,1.2386399807567718
9,3.0251709490441265,1.8200750791650036,2.2068158376420879,3.1415926535897931,1.4438519012868298
10,-2.3219654610118576,-0.56007745635785711,0.91178473219315015,2.4308727984973606,1.1845247684019478
