pulse_index,alpha,beta,gamma,kappa,detuning
1,2.0123971680605073,3.1411867118464993,0.64259495621798735,-2.8962974312701748,0.050000000000000003
2,1.0859183869437505,2.6717064215024422,-3.0271636309425651,3.1393935801711401,1.0000000264094606
3,3.0234671048245265,-0.67782699049054063,-1.4173932398556253,-0.6555958612011934,0.69164504170236363
4,-2.3029750530480393,-1.9252731464088497,-1.7842610521909734,2.7171335662102694,0.45019884272546468
5,-1.7888673122200829,-2.3534110979565854,-2.928021348579255,-0.89817559527411506,1.192221223443656
6,-2.6917848696659568,-2.1547047866000208,-3.0025407612700072,0.74582503673488931,0.94700222446951421
7,3.1410042472832078,0.76783877959413893,-2.5039110880801476,3.0852761502918855,1.1593628747054314
8,0.39625100121578904,-1.6594861529603626,-1.4504823237065083,-1.1642682335586736,1.1955724055553141
9,2.1181743581642198,-0.56880465723604856,1.3884032528044912,0.63877303096738347,1.1093163587276818
10,0.034295004504490967,0.69904109711095597,0.70146298032605181,-1.7694852127818197,1.2610616252949918
11,1.8948561820683976,0.74232165672683914,0.81660547166479192,0.83272141670494526,1.1414533659894424
