pulse_index,alpha,beta,gamma,kappa,detuning
1,1.1901476866895768,-1.6938831843291429,1.0050655367575185,1.1635012087702437,0.050000000000000003
2,0.49014242866553681,0.05022535373245892,1.517600722148243,0.029526478330983718,0.97527055694083631
3,0.43266822066556831,-1.7535955963180794,-3.0732914648013261,1.4751157732181583,0.85969706815756863
4,-1.860091283256881,2.6407518480316226,-1.4053596214672714,-1.9045359325597664,0.90685709704075901
5,0.22495129316400644,1.6721068182363721,-0.40500735059607179,-1.94198534994415,0.92733696326807802
6,-0.42232503863016396,1.3299109033394552,-3.0963570691824556,1.2242055211930836,1.1968688140667496
7,0.45045051916469342,2.5261048820618983,-0.44793515821148772,-1.444654759309109,1.061132154535765
8,-0.45569314213369333,2.0087518098541066,1.2362142813362114,-0.0278259573088777,1.0114282713449292
9,1.8804664696687763,-0.52354745039767148,-2.0702296098368982,-0.92788180460406855,1.1075141462836799
10,2.4622635333457499,0.97377491162962948,1.1041607297070251,1.8080660435029305,1.1581856174964842
