pulse_index,alpha,beta,gamma,kappa,detuning
1,-1.2547626799431728,-0.69993357926682931,-0.041422426767308541,-0.11589871850439172,0.40616986547881612
2,2.7757930447142187,-0.94423908911681675,1.8022954790671235,-0.19254358970733118,0.84838678957909242
3,-2.8043933510022456,-1.9147258514809296,-2.0960178417755895,0.13557089413581769,1.0469678383877603
4,2.0064185470281712,-1.2866525700048614,-1.0357099079933916,2.7627468043895038,1.0816849205231072
5,2.5164376048804211,0.45290468581062032,-2.3902875868978697,1.1723932974134783,1.1469348157585004
6,-0.36641643763319132,-0.42782031398511217,0.98878673978396381,0.47138422227442872,1.1640329480499327
7,-0.77280813721544916,-0.69847534921578414,0.03823110240760566,-0.063520532021268686,1.1359603068351238
8,-2.505773924010934,3.1415926535897931,0.81501689888480733,-1.0067295299571177,1.1327735346189234
9,-1.2416042335826476,1.3202893373677396,1.9255017208359138,2.7253622543574085,0.85119035957693168
10,-0.85245791875264043,-1.9689444590384502,1.8551789004422614,2.6004669507152012,1.5210414565999153
11,0.84129918380630531,2.7865487086198377,-1.5023714434938913,0.63530627222297387,1.117970654110169
