pulse_index,alpha,beta,gamma,kappa,detuning
1,-1.3085593959591408,-1.334411927802744,-1.9741177981627429,1.9260774627828547,0.050000000000000003
2,-0.26294460091927035,-0.24582508170554848,-1.1048847415788563,0.38387243532343357,0.87445754452968294
3,0.63751591552399223,1.1036074230472994,0.8244495289402517,2.1993350871947603,0.3756993703327911
4,0.68257402030649028,-0.60389677921084017,-2.2095468138836249,2.6378801587852756,1.2984028809472619
5,-0.54083423214769999,0.68861609768798726,-0.71595104755958483,2.133857032403419,1.4109969278214165
6,-2.608417248191957,-2.439572751738408,3.0792545023550422,-0.76012378276821901,1.1656059270613741
7,-0.46988409630295641,0.72546634615889005,-3.066728857770153,-1.0120093474279408,1.039139652979383
8,1.6107780482840905,-1.9714131664734058,-0.098921573873360397,0.34079342629072684,1.1272412318237528
9,1.7707678732999139,-1.3560682168457716,2.1787177853012709,-1.6690007696758398,1.0635588653537569
10,-2.5270607773987313,0.97973533458581608,3.1213757571235385,-1.2091206000691195,1.2707634428550867
