pulse_index,alpha,beta,gamma,kappa,detuning
1,0.57507769180342749,0.13444989319245038,-1.8874150922785402,2.7548374347597671,0.050000000000000003
2,1.6794842888080701,-1.4514369424512339,1.7348303253549515,-1.0874484017694159,0.10267224463909451
3,-1.2833309516987643,-3.034715113044026,-0.2791687016413017,-0.96955491845298669,0.9439518257364089
4,-1.5009454551570722,-0.30490686112020898,2.4091757744335602,-0.5923753289740874,1.0506857357565789
5,0.47274309165196005,-0.200174703686364,-1.3109084617028288,-2.413579289319042,0.9109738635115433
6,-3.112325006289697,2.5400607298371471,-2.8391522103210973,1.4679546081863128,1.1313624060643395
7,-2.2411866157781732,-1.649067759359951,-3.1123147328330614,-1.1142300250295545,1.2777379564338092
8,-3.1413212129525467,0.11132908301731446,-1.5519292158227016,-0.70890635185372153,1.3629092009846762
9,-3.0931043456313256,0.082563296349449589,-0.4928694213485138,1.7139263736853225,1.3149351860637164
10,1.8605766080608503,-2.3764056945529424,0.097014702256583207,2.815758287769528,1.3265481908853267
