pulse_index,alpha,beta,gamma,kappa,detuning
1,2.3322805256996246,-2.6014755037859967,-2.9619430939297016,0.017957160520598939,0.68785773561546393
2,0.97148099800503918,-0.71601420377785752,-2.8487871313622231,3.1002537865454158,0.77712206081238955
3,0.81901506964737136,-1.8294588852901594,-0.51970330110079499,-3.0871305345667541,0.87382661692923158
4,-2.2954692290372205,0.91630117080395368,-0.69658521377671578,-1.7389625816495042,0.85562114345647677
5,0.92752488269350386,2.6527081084666913,0.67975831013498178,-0.93739824223999513,0.88010797512897077
6,1.9459262102190691,-0.6240455101517941,1.9309867337471265,-3.1011778995018977,0.76168240756128691
7,0.69165558727853793,-1.4113960663403404,3.1365348510810631,-0.82897195840389948,1.2797782937238724
8,-1.7103899565908265,-3.0109338896292419,0.95771880849814628,1.7681184227836699,1.3083808379130335
9,3.0412346129267975,1.9147003356624048,2.4948377905351724,2.4819172819007229,1.1579679338016198
10,-2.2379438982322961,-0.27010054803001998,0.73204636787449817,2.4019155797500371,1.1606462428095012
