p,factor,eig_index,num_pulses,theta_l,background_theta,delta_l,state_fidelity,state_infidelity,phase_aligned_state_error,source_file
2.1544346900318823e-05,feedback U_2,6,9,-0.5644623420654775,0.0,-0.5644623420654775,0.9999999999942701,5.729861030090433e-12,2.3936851582003256e-06,sequences/p_2p154434690032em05__feedback_u_2__eig_06.csv
2.1544346900318823e-05,feedback U_3,1,7,-3.141592653589793,0.0,-3.141592653589793,0.9999999996993347,3.006652704584667e-10,1.7339719030001888e-05,sequences/p_2p154434690032em05__feedback_u_3__eig_01.csv
2.1544346900318823e-05,feedback U_3,2,9,-3.14153667792659,0.0,-3.14153667792659,0.9999999999982008,1.7992274337075287e-12,1.3413483970872625e-06,sequences/p_2p154434690032em05__feedback_u_3__eig_02.csv
2.1544346900318823e-05,feedback U_3,3,9,3.14153667792659,0.0,3.14153667792659,0.9999999999969396,3.0604407896817065e-12,1.7494545666738912e-06,sequences/p_2p154434690032em05__feedback_u_3__eig_03.csv
2.1544346900318823e-05,feedback U_3,5,9,3.141592653589793,0.0,-3.141592653589793,0.9999999999874589,1.2541079286165768e-11,3.5413873599347988e-06,sequences/p_2p154434690032em05__feedback_u_3__eig_05.csv
2.1544346900318823e-05,feedback U_3,6,9,3.141592653589793,0.0,-3.141592653589793,0.9999999999975622,2.4378277174719187e-12,1.561304629342865e-06,sequences/p_2p154434690032em05__feedback_u_3__eig_06.csv
2.1544346900318823e-05,stage 0 split entangler,8,9,-5.001273073630023e-17,1.5707963267948966,-1.5707963267948966,0.9999999999986442,1.3558043576722412e-12,1.1643622733904725e-06,sequences/p_2p154434690032em05__stage_0_split_entangler__eig_08.csv
2.1544346900318823e-05,stage 0 split entangler,9,9,-2.476724201005863e-17,1.5707963267948966,-1.5707963267948966,0.9999999999994038,5.961897642237091e-13,7.723571711852061e-07,sequences/p_2p154434690032em05__stage_0_split_entangler__eig_09.csv
2.1544346900318823e-05,stage 1 split entangler,2,8,1.5707963267948966,0.0,1.5707963267948966,0.9999999999926996,7.30038252072518e-12,2.7019276704383113e-06,sequences/p_2p154434690032em05__stage_1_split_entangler__eig_02.csv
2.1544346900318823e-05,stage 1 split entangler,6,8,1.5707963267948966,0.0,1.5707963267948966,0.999999999994841,5.1589843508281774e-12,2.271351569932017e-06,sequences/p_2p154434690032em05__stage_1_split_entangler__eig_06.csv
