p,cooperativity,factor,eig_index,pulse_index,alpha,beta,gamma,kappa,detuning,cache_key
0.0005,10000000.0,feedback U_2,1,9,-3.1019485213619564,1.834986946527951,1.521406401406071,-0.10281487636480215,1.1142721226616998,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,1,10,-1.9368416399502204,3.10927659813046,-3.1019475011548447,3.141592653589793,1.2936268532390702,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,2,1,0.026826006559639133,1.272747657272257,1.8386041417100123,-0.0017601640558065792,2.9491301271999855,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,2,2,-1.1106787089132475,-0.1259740691901049,0.9003015060071136,0.44027112447991545,1.0878920479233876,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,2,3,1.0659442697688049,1.7463430321617672,-0.324831528330614,-2.958654117174629,0.8257351370148193,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,2,4,3.066743485535121,-2.1742883292195105,0.4600070971124217,-0.029588074215933402,1.8885397650339075,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,2,5,0.8284677053802395,1.232514290588886,1.0443774506709003,0.9584137972572889,2.5303505140299696,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,2,6,-2.505716018287248,0.8684004864667683,-2.9674027084456784,2.036032769067016,1.7633763285947062,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,2,7,-3.0387438775247357,0.07140981652986453,2.864594246055092,1.227566721619727,1.1074962110315343,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,2,8,2.1414143606592013,-2.8755536866321316,0.014618886271547336,0.005096774808472584,0.9568358517279517,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,2,9,-1.9012849838670824,0.8169601993701225,2.146879964713112,-2.492519200369116,3.871070442881291,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,2,10,-2.652897268004033,2.001855509470947,3.0858457693335275,0.05621832890841537,1.1590370599844102,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,4,1,-2.3991369701426404,-0.4902431658157794,1.8261871840936947,-0.012953424680030268,0.8572990129763884,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,4,2,0.6876990932676921,0.19264280454167815,-1.9645705543020604,2.5362899181629865,0.2393144325036043,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,4,3,2.4431698960062618,0.1577054882606096,1.6164028276249687,2.293823497097292,0.16051420187331825,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,4,4,2.550063471914464,2.7289271551554792,-1.1660125405670207,1.1643155667768765,0.5350290628110759,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,4,5,1.7491390174331927,1.074229326920491,-2.7685722858011963,2.7478030413686985,1.2309903371753592,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,4,6,1.0360392139994858,-2.2554477867926637,0.9082999483421834,-1.7249600729732903,1.123070531264576,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,4,7,-0.7812153303229707,-2.1161412685220413,2.186347393801913,-3.0546844264545756,0.6639348920702587,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,4,8,-2.9345964405478755,-1.216094259915051,1.636434999637478,-2.853285060843339,1.1702838611377298,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,4,9,0.305706767333462,-1.424146692448762,0.4391446298821824,-2.5364498379604243,1.1288842843477298,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,4,10,0.5560280562921531,1.643244458410878,-2.6854667249649653,-1.9988176748887634,1.474102433212308,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,5,1,1.1901476866895768,-1.6938831843291429,1.0050655367575185,1.1635012087702437,0.05,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,5,2,0.4901424286655368,0.05022535373245892,1.517600722148243,0.029526478330983718,0.9752705569408363,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,5,3,0.4326682206655683,-1.7535955963180794,-3.073291464801326,1.4751157732181583,0.8596970681575686,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,5,4,-1.860091283256881,2.6407518480316226,-1.4053596214672714,-1.9045359325597664,0.906857097040759,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,5,5,0.22495129316400644,1.672106818236372,-0.4050073505960718,-1.94198534994415,0.927336963268078,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,5,6,-0.42232503863016396,1.3299109033394552,-3.0963570691824556,1.2242055211930836,1.1968688140667496,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,5,7,0.4504505191646934,2.5261048820618983,-0.4479351582114877,-1.444654759309109,1.061132154535765,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,5,8,-0.45569314213369333,2.0087518098541066,1.2362142813362114,-0.0278259573088777,1.0114282713449292,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,5,9,1.8804664696687763,-0.5235474503976715,-2.070229609836898,-0.9278818046040685,1.10751414628368,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,5,10,2.46226353334575,0.9737749116296295,1.104160729707025,1.8080660435029305,1.1581856174964842,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,6,1,-0.6825106665397965,1.9578470784203175,-1.8873999384533902,2.8936627766342164,0.05,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,6,2,2.8471168262471114,-2.477691462598393,0.47723756003866985,-1.5083680583638384,0.8471974294514482,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,6,3,-1.5019471758467589,-1.357104482388717,0.8884563553700695,1.703818933490055,0.8334621777261166,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,6,4,-1.9119175126978836,-1.0119712514699395,2.1905660254809995,2.220405008444645,0.6806920815818075,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,6,5,2.3418106664904155,1.173906459928274,-1.721890840070137,-1.9188992276406063,0.7058691298816846,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,6,6,-1.7736966906814737,0.9311957661918285,-1.8546060850002373,-0.7177848667436959,1.0091461328163032,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,6,7,-2.2937170570418792,-1.4252809788442116,-2.1697276455063426,-0.17472408936146924,0.9842026951800537,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,6,8,-2.3199770338992094,-1.4522451005026529,-1.6044593943155043,-0.8544423143652744,1.0625373552209991,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,6,9,-2.0668807821250237,0.43164706106927375,1.9935175308062631,0.867027641737093,1.108124588099784,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,6,10,0.44823755329108017,-2.9391600089376038,1.564281347673406,2.728113138548768,1.2168683403370522,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,7,1,2.3322805256996246,-2.6014755037859967,-2.9619430939297016,0.01795716052059894,0.6878577356154639,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,7,2,0.9714809980050392,-0.7160142037778575,-2.848787131362223,3.100253786545416,0.7771220608123895,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,7,3,0.8190150696473714,-1.8294588852901594,-0.519703301100795,-3.087130534566754,0.8738266169292316,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,7,4,-2.2954692290372205,0.9163011708039537,-0.6965852137767158,-1.7389625816495042,0.8556211434564768,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,7,5,0.9275248826935039,2.6527081084666913,0.6797583101349818,-0.9373982422399951,0.8801079751289708,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,7,6,1.945926210219069,-0.6240455101517941,1.9309867337471265,-3.1011778995018977,0.7616824075612869,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,7,7,0.6916555872785379,-1.4113960663403404,3.136534851081063,-0.8289719584038995,1.2797782937238724,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,7,8,-1.7103899565908265,-3.010933889629242,0.9577188084981463,1.76811842278367,1.3083808379130335,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,7,9,3.0412346129267975,1.9147003356624048,2.4948377905351724,2.481917281900723,1.1579679338016198,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_2,7,10,-2.237943898232296,-0.27010054803002,0.7320463678744982,2.401915579750037,1.1606462428095012,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,1,1,-1.2547626799431728,-0.6999335792668293,-0.04142242676730854,-0.11589871850439172,0.4061698654788161,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,1,2,2.7757930447142187,-0.9442390891168168,1.8022954790671235,-0.19254358970733118,0.8483867895790924,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,1,3,-2.8043933510022456,-1.9147258514809296,-2.0960178417755895,0.1355708941358177,1.0469678383877603,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,1,4,2.0064185470281712,-1.2866525700048614,-1.0357099079933916,2.762746804389504,1.0816849205231072,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,1,5,2.516437604880421,0.4529046858106203,-2.3902875868978697,1.1723932974134783,1.1469348157585004,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,1,6,-0.3664164376331913,-0.42782031398511217,0.9887867397839638,0.4713842222744287,1.1640329480499327,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,1,7,-0.7728081372154492,-0.6984753492157841,0.03823110240760566,-0.06352053202126869,1.1359603068351238,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,1,8,-2.505773924010934,3.141592653589793,0.8150168988848073,-1.0067295299571177,1.1327735346189234,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,1,9,-1.2416042335826476,1.3202893373677396,1.9255017208359138,2.7253622543574085,0.8511903595769317,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,1,10,-0.8524579187526404,-1.9689444590384502,1.8551789004422614,2.600466950715201,1.5210414565999153,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,1,11,0.8412991838063053,2.7865487086198377,-1.5023714434938913,0.6353062722229739,1.117970654110169,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,2,1,0.45930951396010217,-1.1104629977135974,-2.289130030466473,-1.7898800994603394,0.05,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,2,2,-3.1079041401470096,-0.6782203498024995,2.347330608638161,0.5891097560541773,0.8569484610115434,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,2,3,-0.8871901719126598,-1.6188027070010511,1.0293046320640347,0.206665551840355,0.9793222107544752,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,2,4,0.7677120235505721,-1.5715183253279552,-1.4473729788834364,0.6039759109750442,1.0119392214664993,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,2,5,-0.36508768667574937,-1.339898594042449,-0.9621060319820054,-1.5223487214507991,0.9379498008644117,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,2,6,-0.7718454813620371,-3.1300787893649753,2.498149796163362,3.0769457654761245,1.0846922934399732,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,2,7,-3.062003102832203,-2.01896155595756,-0.5480592427557682,-0.0010413552733192749,0.9926437064634527,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,2,8,-1.6044596182371447,1.8583540444696265,-1.899361436495601,-2.013273693684177,1.1446712956340122,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,2,9,-2.079633190393912,-2.570714647909383,-1.997469371060862,2.7593598652702367,1.1811331172608965,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,2,10,2.8905817333930237,1.7315664705926541,-0.4597175147734351,1.4489318292687219,1.1575966026508944,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,2,11,0.5023457291196913,1.1400845545200013,-0.03438974282945653,2.295191525165667,1.1657745215695896,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,3,1,1.0066628726445617,1.0423242403876296,1.8795402196994537,0.12388205359279511,0.05,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,3,2,-1.2864266790264856,-2.748323112018949,2.518020017131514,-0.2601181371766329,0.46569927767721764,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,3,3,-0.39283469692239203,2.410020501850348,-2.0252907536197085,-0.955550853279793,0.9605298377531923,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,3,4,1.3286552097663107,-2.4430284145920838,-1.2597692272137107,-0.00563874954141431,0.9406014984491325,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,3,5,-1.491339359360733,-0.5870918548987979,2.291983796491171,0.8068760993807143,1.2220659047779925,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,3,6,0.9273478836737874,-1.830257783812384,-0.11838383451927906,2.540502897177957,1.5466621213918172,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,3,7,-0.011203933474881756,-0.9955678629128507,-1.9326904118056345,0.7078186790032416,1.2853245785938117,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,3,8,-2.090814655095792,-2.651954710831088,3.140388452487829,-2.1170717992833867,1.3327273155430288,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,3,9,2.8866386277658056,1.733097161104415,-0.5789866291295894,1.2983464836702456,1.3147439583724931,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,4,1,-1.8464617565783785,-0.4733615674186147,-2.48215320711079,-0.23782673520504255,0.05,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,4,2,-1.786272768362596,3.0207839130561793,0.4240654824166997,1.0570742621775702,0.26180498754600223,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,4,3,-3.0462912513308633,-2.5921404726624875,-1.5313648472920893,-0.14761798069083043,0.9075140807932147,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,4,4,2.844036135162963,2.9694009717339003,-3.0462946707943312,-0.9257221140207674,0.8664127480408318,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,4,5,1.3074639553424676,-2.512306107929301,2.720263484806528,-0.029685369899016965,9.106185379104117,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,4,6,-1.4692521186855256,1.1833716152226423,-0.8654311349512794,0.6981858272383215,3.358302773052787,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,4,7,-2.854079793611855,-2.9157997940144504,-0.07000928042913389,2.382302573123515,0.827382035284208,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,4,8,-2.670355432132759,0.3129090689815719,-2.8540821547288453,-1.363829052812852,2.830233903784822,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,4,9,0.5143399281928388,-0.5126531392637668,0.40439876910293926,0.2996507768995729,8.839841644624077,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,5,1,-2.2096762257881317,-2.3569574128166133,-0.534514067292714,-0.005723075330787037,0.9905306717712872,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,5,2,1.0569271879785804,-1.2867405788839752,2.2959084811419515,-2.182078203565846,0.9737590506423675,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,5,3,-0.6289253024965878,-1.4876238648440945,1.6702897925382734,-1.1305212035804735,1.175897041670935,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,5,4,-1.2770034166412219,-0.3863072197164948,1.4262822861819544,-2.434034863127628,1.0883036007968034,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,5,5,-2.4542756653141007,2.5955643223491496,2.33336940067027,-1.9482362540678329,1.0916956449971222,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,5,6,0.8905818535888448,-1.822100788963382,1.0003204126363772,1.8998682035042638,0.8766090039481307,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,5,7,-2.401187026470589,2.3629344443285163,-0.16047528604210662,-1.3512038155229749,1.1090123183275693,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,5,8,-2.9645826636627644,-0.931369509346387,-2.6702504450667015,0.536686537854367,1.0116327103629088,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,feedback U_3,5,9,-1.1628672317461644,-2.0790663481265104,3.0648520398431085,-0.9186426058685553,1.0876016254419412,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,stage 0 split entangler,8,1,-1.4828246459694556,-1.3811197482861817,-1.9741185913704375,1.8505123788125004,0.05,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,stage 0 split entangler,8,2,0.1650576276694802,-0.3149647607999742,-1.2791498233196956,0.6174909269011035,0.896859924704412,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,stage 0 split entangler,8,3,0.6741880289878812,1.0664190416792105,1.252453191324505,1.5720262217978667,0.5179333656684819,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,stage 0 split entangler,8,4,0.6735174858638777,-0.5974117085703426,-2.1728715473660447,2.431579224031275,1.4134887551849997,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,stage 0 split entangler,8,5,-0.5562674118059661,0.693319352694307,-0.7250034826570493,2.2155507672412553,1.448545739916024,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,stage 0 split entangler,8,6,-2.6625492982895476,-2.5445747951385003,3.0638245713487064,-0.8362372984165682,1.233514214337866,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,stage 0 split entangler,8,7,-0.4641492544978219,0.8266732354037173,-3.128339220928032,-0.992568423629087,1.2026372506584142,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,stage 0 split entangler,8,8,1.675280827706887,-1.8492748439492126,-0.09319280163544193,0.29527474659031683,1.131872766879469,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,stage 0 split entangler,8,9,1.7760044350681707,-1.371505335179595,2.2432223194936856,-1.6823831107692846,1.1054879188603564,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,stage 0 split entangler,8,10,-2.3755765730725815,0.9329564639680703,3.126609716643122,-1.21546511509931,1.2434298006487166,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,stage 0 split entangler,9,1,2.0164293228219177,3.1100414258045874,0.6425941967410268,-2.7781340127427168,0.05,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,stage 0 split entangler,9,2,1.0211598094783803,2.6410723401131335,-3.0231328974557887,3.1195259598494856,0.9999988379880921,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,stage 0 split entangler,9,3,3.0739093652972267,-0.7329288452969742,-1.4821519861514267,-0.7289398726283186,0.6462961112853873,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
0.0005,10000000.0,stage 0 split entangler,9,4,-2.3802169799101205,-2.107506190970601,-1.7800477493477453,2.719780460057496,0.48148471642079477,p=5.000000000000e-04|C=1.000000000000e+07|mode=detuned|restarts=3|maxiter=500|complete-prior-v1
