pulse,alpha,beta,gamma,kappa
1,3.004980919555034,-1.0870421489328859,-3.1240295358037007,-0.44588425990125463
2,0.5421745251915722,0.9022783486913938,1.3306124966759454,-2.4023834646307796
3,-0.028626221385012907,-2.282675320243326,0.9532302158370926,2.003593078836107
4,-1.3975118512854012,0.8395977614151114,-2.2557976231669423,0.39653065849686875
5,-0.016136402481449316,-1.4440453924832144,0.031959564480467946,-1.324570267874111
6,0.3981761300902909,1.1111585896636555,-0.5139113528587455,1.3486691025270516
7,-0.8335602131208325,0.692383077253453,2.0431397615763895,-2.5477679104617086
8,-0.38349028122189766,-1.7052667744164745,1.1131618800009486,3.103986875351803
9,-3.1549651240785816e-09,-1.5774825620392908e-09,-3.1549651240785816e-09,1.1883701967362656e-08
10,-3.1549651240785816e-09,-1.5774825620392908e-09,-3.1549651240785816e-09,1.1883701967362656e-08
