pulse,alpha,beta,gamma,kappa
1,3.0826826309263318,-2.356228389549195,0.9773347401414029,-1.5035066190278994
2,2.999655113512694,-0.9718580780796865,-0.6347536259077226,-1.1268693510734327
3,-0.0038082432991083906,-2.934604255471729,-1.292350773642359,-0.5108916582923747
4,-0.7569733565095788,2.771114926811455,-0.44249634424132656,-3.1410188125063083
5,1.7774274994719237,2.6359457148807617,-0.6337796557716231,-2.252408160779723
6,2.2803695829809913,1.9793598639661336,-3.0864590472739954,-0.48258749002298396
7,-1.332864612629684,0.5132319965535437,-1.362954420376754,-0.7892545037987014
8,3.0406473974964405,2.2181968417854927,0.5208405974361293,-0.89843268422445
9,3.0868819320437217,-0.5867462049137839,-2.763808860660093,-2.0404468140022995
10,1.3675516907940897,2.8396177076819242,3.0868819139355335,-1.3847460247098982
11,-1.0248082341920517,0.8597824747402292,0.1072933484106512,2.736140058618305
12,2.417912713053394,-0.41921285923467827,0.7096752559232117,0.33927191933055006
