pulse,alpha,beta,gamma,kappa
1,-0.4882113154131105,-2.3824444290787596,-1.3603442559651793,-2.0333941594838496
2,-0.9617909151768844,-1.0550819567983303,0.18547198895138234,-0.49381831033032975
3,2.91483714207363,-1.4640836188686146,2.55346248311635,0.4554826181888106
4,1.5662149255886078,1.0452086396771356,3.0375684399853897,1.8605051530069334
5,-2.057207908546318,-0.7136695150168968,1.7549016314438548,0.6060629771810614
6,-1.159213917941935,2.573010237749294,0.0884793253687889,0.7486148645185499
7,2.083888335572833,0.9695158869295616,-0.24622630444487317,-1.367036292301053
8,0.7803216428147978,-0.8782696482329974,0.35795504405970174,1.247623666495219
9,-2.1485899355768048,1.5201557774763275,1.277869569553795,1.2322077467638084
10,-0.9698273781451748,-1.6755265797134318,1.740987561500235,1.159112903131182
