pulse,alpha,beta,gamma,kappa
1,1.4623582972275728,-1.8760224048987122,1.005064646653456,1.6274713069911269
2,0.8273164746066722,0.18530511092879387,1.7898097991511548,-0.17101503513345445
3,0.7017299406716488,-1.928189752095005,-3.0269196016762305,1.7569060940073955
4,-2.0035573972183887,2.637855406069151,-1.1362973615740384,-1.5013044399251643
5,0.3993659243324895,1.8246415144000603,-0.5484730955492919,-1.8664943372464287
6,-0.28063540016676874,1.5929857421386457,-2.921941486849128,1.1804081836633877
7,0.3674029750981199,2.9059602882180178,-0.30624545834399475,-1.3529425652292364
8,0.00018728338376434013,2.19897822708439,1.1531673418228388,-0.05142154935852727
9,2.2491531364791975,-0.4040254467929634,-1.6143493293773272,-0.4439475877177
10,2.2278486386961536,1.0807577818039102,1.4728472413043283,2.2502732885187444
