pulse,alpha,beta,gamma,kappa
1,-0.9167331510669189,1.7961364482111986,-1.887399682533431,3.1319443174947517
2,2.988893298218926,-2.3840069783084843,0.24301419687253337,-2.2556643314410154
3,-1.567730764571188,-0.7759275482765953,1.030232757869817,1.0734824916792003
4,-1.840249244874681,-1.2235439915277888,2.1247813302348115,1.7535650226600439
5,1.7961217602212043,1.2360259369309574,-1.6502225994069963,-1.4710529974873794
6,-2.2460952983635933,0.3765591929505068,-2.4972140663099793,-1.5390049682655078
7,-1.900371558053128,-1.3293754149965349,-2.642126399443917,-1.7602620309998434
8,-2.8675577584633345,-2.0004611814442925,-1.2111138658514147,0.4391872419198274
9,-2.213815046498653,0.5911411510014692,1.4459373428891207,0.13367601512524366
10,1.1547856701186623,-2.6713276063242732,1.4173476911881422,2.324083513640132
