pulse,alpha,beta,gamma,kappa
1,-0.2688512812110325,2.1702819770751427,-1.9994657364069337,-1.0882053021703815
2,-1.850814354321832,2.585231591976952,1.217751979390654,-2.1318598441525003
3,2.5537707504262213,-1.1242335824909886,-0.4467855441995654,3.107396543249475
4,-1.030907878642986,2.566506825153358,1.4026763689646207,1.148120353213675
5,-0.16536154051316385,0.5648278178238646,2.064452406412315,-0.008122153885325388
6,0.3601411696631701,1.7400533409925079,2.342996238846697,-1.549887261678299
7,2.121727716540123,-2.0439977176480846,2.16959055324372,2.703763578137087
8,0.06012098428282748,2.9785322666728287,-2.5378943645990195,-0.8584640239375193
9,-1.7491203583480162,1.2110722979519155,1.3599622113834586,0.08009688796123081
10,-0.2759185678012257,1.6441094818368367,2.72798657441703,-2.4240581804837804
