pulse,alpha,beta,gamma,kappa
1,2.912015901633735,-0.28891119411497385,-3.1003134675070627,-2.490575883131165
2,3.094655483910555,1.7911395938964205,0.7224543616384435,1.8581743694764783
3,-2.9478168802952336,2.008398985600958,-0.18381557209729088,2.641194966932291
4,2.99147779273519,0.599783897725666,-1.2712427996054743,1.2563365157809576
5,-2.909769481345014,-2.96053603594606,-1.828102552928298,1.8804476238193644
6,1.028093231803139,-3.090279860451398,-0.03392137468292181,0.5574825412322637
7,1.88865847405272,-3.096075011377291,-0.10625801163357991,3.076334125783235
8,-1.1474239408646818,2.3270749177622307,-0.3130154150883259,2.5706542478902707
9,1.9884601859329336,0.8823234144753404,-1.867741431597154,2.1234399207462045
10,-0.3167203741730029,-1.703696059691744,-2.1348504110458695,2.955646746339607
11,0.9636256512814597,0.5968353986945617,0.7443930107232017,-0.5671360131066404
