pulse,alpha,beta,gamma,kappa
1,-2.908255392107851,-1.4895292309096257,2.588440488959203,-0.939181056491953
2,0.14328467413289808,-2.692842629644252,-1.35358339470299,2.4903696418298944
3,3.013385809341881,-2.6315012581009247,0.00840238556838011,2.7245088971773317
4,1.5870170085623112,-3.0362677055806753,3.0134021466793106,-1.6440595474349495
5,-2.725797286936788,-2.332647996220055,-2.222042899216865,-2.0929662239221996
6,-0.34110013990793037,2.0931429756377806,1.1043074841609106,3.049881489464725
7,-2.77498892159195,-1.016883322544318,-0.26668143933270266,3.025838382942395
8,-8.718097018096204e-06,-0.00014957117806011627,-7.654467500637513e-06,2.531593201041305e-05
9,-8.650035388081368e-06,-0.00014839659828807118,-8.742346428250583e-06,2.658056264898268e-05
10,-8.792935647478017e-06,-0.00014907971153587383,-8.08075532393204e-06,2.7012675807928873e-05
