pulse,alpha,beta,gamma,kappa
1,0.04750436028062046,-1.5845603280084435,1.493068114826738,-1.5768830116927937
2,-1.8322266375550182,0.5736338957486129,-0.509530888618163,0.0012334229147335789
3,2.288144783281526,0.5592554671791301,-2.1981067412058977,-2.5272942456730534
4,2.3873037530934367,-2.19539309417329,2.6249058953873288,2.3956037362379163
5,2.7878806672703145,-2.281521309670391,-0.4365793075570813,1.7904896586360786
6,-2.103421012255116,0.4640572368972841,-3.0605876375360035,1.4754443050465054
7,-1.6694864867660393,-1.2355274753857886,2.7268925055198716,0.5187490801185245
8,2.070067627818012,-2.0781681489745023,-0.3986958694324544,-0.3820505130263563
9,-2.772203451778649,-1.3900364551191347,1.6077055091684935,-2.1587224709297534
10,-0.677597057074576,1.0767567165612961,0.7629263487966511,0.3294086688105443
