pulse,alpha,beta,gamma,kappa
1,-0.980733019019267,-2.661289233909979,-1.9568646357468498,1.5771442131676223
2,-1.864237175625798,-0.4428284451948517,0.7399969780079345,-1.7043062107059463
3,1.883595431766796,-2.8136165031271925,3.1415761949819183,0.9583503246001034
4,0.7602884024913105,-2.3383857973364988,1.743243058489715,-2.1928767852614204
5,0.2901798783318733,1.433049018098666,2.213798062915151,-0.588025528680234
6,0.4656013356759862,1.5558348742538677,-0.39464826557816546,2.8283282607839655
7,-3.096399350814068,-0.08346213208998392,2.9646409088204737,-2.3492638926829312
8,3.096472629559183,3.1361482876434996,0.26845029495597983,-0.10663410855313793
9,3.0887132103209134,2.584646179429622,2.7519448465625236,-1.011797069254022
10,-2.1772183329345642,-1.3587191022889493,3.0866423230336544,-2.9118079110705755
