pulse,alpha,beta,gamma,kappa
1,-1.192594202340268,-1.3504044968502282,-0.04142377135355587,-0.8563912259128774
2,3.0768518755046252,-0.7655921596122014,1.8644661471133477,-0.9980202493873478
3,-3.129756518784637,-0.6210970576506483,-1.1413215628241922,0.7303626058564692
4,3.0971592036804085,-0.14218800056741046,-2.0403580059179176,3.141497597321669
5,3.1389665388332353,0.9219329641451575,-1.2523196985740213,3.14013926616725
6,1.3556346919141322,-0.33339743550979517,2.8130629710690864,-1.035297055162787
7,-0.49411659975535355,-2.139843074143305,1.760281749440753,-2.298727564723312
8,-3.140692975936128,1.9831977467926232,1.093709309962059,-1.3337163277020212
9,-0.6055558462225269,0.42279533830211496,1.3268848538259952,3.0186467160317454
10,-1.5603581582857295,-1.8907275041326488,2.569610656182699,1.4785595097998094
11,1.5292642880533172,2.775139151642197,-2.2102711654741776,-2.083724982133466
