pulse,alpha,beta,gamma,kappa
1,-0.6955329310984923,0.8114535909481576,-1.3264339372723437,2.6252856463272574
2,0.39086532090172416,-1.3472843231554674,-2.747354671711981,-2.022083685491297
3,-0.01645310276728372,-1.8573164123659585,0.41361360443692735,-0.45689199865255486
4,0.10684519359467233,2.27079814924512,-2.3638286403370334,1.7667880903278024
5,-1.7464683256381097,-0.5361990407004548,2.4203508095722213,0.9458966990884329
6,1.6615937304980777,1.996360799639076,1.0432155749682586,2.7099680280212137
7,-3.057177659096149,2.573703526500154,-3.0578425139017393,-1.8341814594986312
8,2.6102553473521413,-1.197781839002082,0.903297413018095,1.6250416371070264
9,1.3843759315544983,0.1698445462788133,-1.641632052667244,0.12932692542339272
10,-2.0586310628790025,-1.0952320087283642,2.403348022263258,-0.008345112701857364
11,0.21370781688388363,0.10213097609316511,1.0604304699531915,1.1701866548363802
