pulse,alpha,beta,gamma,kappa
1,-0.9790654611977121,1.6481127752386864,-1.8873997360508894,3.131944279502087
2,3.00463295486331,-2.42724623730291,0.18068195828586364,-2.1526504281425813
3,-1.5122180113401413,-0.8312206768639249,1.1680373120566647,1.3046684442073817
4,-1.6878645840804574,-1.1774745301084335,2.180294103116007,1.8925356362547299
5,1.748830749116828,1.1783655370959614,-1.497837962319108,-1.4654149145906823
6,-2.2436892114573634,0.2108055139160093,-2.5445051096861917,-1.6740374333227819
7,-2.077398358183965,-1.3581418592235652,-2.639720362929585,-1.7008844824399691
8,-2.7128361308799622,-1.8603646837421037,-1.3881406029352616,0.4221847814710686
9,-2.121291167493931,0.47003336483609764,1.6006590357507962,0.17169649492406774
10,1.14464132602654,-2.676725762825744,1.5098716246927342,2.426727911771769
