pulse,alpha,beta,gamma,kappa
1,2.5278035222981683,0.9312466365619175,1.9320621381164227,0.780896672324637
2,-0.9974321251633127,0.5773805714153685,-2.2930253340950264,1.2993256300884004
3,-1.774722416452575,1.5935793336517132,1.14293072434002,1.6692525786541565
4,1.3555933695111153,1.7773137701071002,-2.3245819675025396,0.19545240960926588
5,-0.772067970167275,-0.21235895724015694,2.9466873660800896,-0.45554676328959437
6,-2.4671367244916773,-2.4744014405587,2.7248934043918998,-0.5187187265283959
7,1.0794985462274598,-1.0937313996959264,-0.12476672304515656,-3.0597949143958587
8,-2.735212235834646,0.08780455218939184,-0.04583981111476825,-1.7977036857027417
9,-2.4211449973125174,-0.11121731971848672,2.0302854715269354,-0.4230401394928707
10,1.1627096004275244,-0.07543293896097089,0.007604182737179681,1.1142471388119914
