pulse,alpha,beta,gamma,kappa
1,-0.427970041795638,-0.1918921497526811,-2.9937518309037716,1.5859522900315817
2,-1.5684653315519532,-1.199555591618126,0.27109149880401456,0.4127916546073825
3,-1.7667102261696885,-0.3679519150536318,0.1092285876669595,-2.7818203358687144
4,3.054823330495471,-1.2762123288242744,0.9959530883394598,-1.8972109330040552
5,-2.1846509512427943,-1.124445020089381,0.4828669082297449,2.8018132489915795
6,1.992256535344335,-1.0065540396774648,-2.7155023587878513,1.995025556342308
7,-2.134724544043555,1.300814135581109,1.9511440771267021,-1.871294994788803
8,0.671356841842514,0.2593274421164693,0.8208760990155143,-2.5829051434511148
9,-1.9536110769168298,-1.584748037772666,1.8395560497306835,-1.9140046896471234
10,1.4028938726790576,-2.4267886580666382,0.7869460260777615,1.7192556501571734
11,0.5786145723596156,2.3325750904103537,-0.702466527112938,-1.167653873031998
