pulse,alpha,beta,gamma,kappa
1,0.6332689203802226,-2.3083891399638383,-2.5233085635704704,-1.6079608096429066
2,2.833584609536674,2.192051101481261,2.1885164716687515,2.017500760200746
3,-1.0647597127679844,-2.646579993686403,0.4385553495388963,-1.6426632685898226
4,-0.36920712205110257,-2.82746879366174,-2.8166232006247545,2.040019945508347
5,-1.322972937079833,-0.40806044201753106,0.2466396192845687,-3.0116368711023482
6,-2.6889734152867097,2.384320685251341,-0.9180960540981422,1.925879595713879
7,0.5753867622558043,2.6069090177601324,-1.860731831763398,0.7380899276382203
8,-1.512286161724393,2.418903482786998,0.9915034096198542,1.499329250441179
9,-2.480997510668044,-2.1165728912188997,2.269200976753933,0.6640040049508554
10,-1.5432590868258949,1.817188932072936,-2.3121112604425247,1.0812010812722481
