pulse,alpha,beta,gamma,kappa
1,-1.2240303731020366,-1.2017527083390054,-0.041423739643509074,-0.8563911866217957
2,3.0647406027950925,-1.4944472299412592,1.833030048501287,-0.27260424079860535
3,-2.981050349351166,-1.903728874980989,-1.8070693304214545,0.3146897133231285
4,1.6197493819732365,-1.4323213887776467,-1.2123672094803575,2.6932411869144683
5,2.672077531205138,0.3933525593155501,-2.793493159102468,1.0974636557317614
6,-0.05807233814590933,-0.1967181045098396,1.1444264433460487,0.9375879182070167
7,-0.843025087263712,-1.4628284620737027,0.34657473788697457,-0.6888091750428754
8,-2.42349038956463,2.572277681634967,0.7448008444301386,-1.5436269102805606
9,-1.3936162239283318,2.037286139921314,2.0077850291321413,3.018918990683684
10,-0.9040072384778075,-1.9848478642240175,1.7031661712251447,2.563504521643828
11,0.836087122213683,2.881112599504955,-1.553920202145788,0.5467347528798459
