pulse,alpha,beta,gamma,kappa
1,0.8934272092657,0.3273884477006091,-2.216234066182325,3.1415926414009268
2,0.05998347745773247,-1.4180102264701278,-2.744569701668517,-2.417263717443499
3,-1.8554768309379257,3.0171395663995413,0.5053266966223157,1.912160189526242
4,-1.2875953628826986,2.8042222146640206,-1.183043356869559,-3.1363349305091703
5,0.5819387956817389,-1.97686819430972,-3.1372030893347547,0.8564173664637384
6,0.1427983052790388,1.9475420543443858,1.4601741127932364,-2.785276049335473
7,-3.111921457044891,2.345864600791634,2.0948120419593086,3.004669695842265
8,0.42515313927314036,2.7103187577629404,0.9443650334180312,3.0999658999171826
9,0.824258787904103,-1.2171529698802193,0.1593188808776934,-1.8745765349802856
10,-1.7820499731681332,-0.5957357209494335,1.6310947640940276,0.559817050583921
