pulse,alpha,beta,gamma,kappa
1,3.106939137023011,1.9235527007327895,0.7793869530960911,-0.07926368856068901
2,-3.0464042839154994,-0.7259207114483941,1.3561940026295762,0.28187754459872505
3,-0.6020178920181044,3.141533052357037,1.3784171325036123,2.2012700180698035
4,2.5309525301775526,0.937097147055225,2.112761771838417,-2.6112951058198606
5,1.059752288064112,-2.9094670699503506,-2.457749267914931,-2.991248529296317
6,-0.9093833486305364,2.9114558347204795,0.6548809682612428,-2.996680992288813
7,3.0761715424408087,0.6526322548137334,-0.8646367051794298,2.181354656487092
8,1.4714379680432443,1.131812827081173,0.8714201719288638,1.8832453690557098
9,2.896626886403948,-0.6788499679167153,-0.02290756068738431,3.1404107499259832
10,-1.0487937993008987,1.296796504317446,-1.0048476787418894,2.484070330755137
