pulse,alpha,beta,gamma,kappa
1,3.1349400765478355,-0.43533539625613793,-0.9504229556964836,-1.3113942669838397
2,-1.8572329645006613,-2.133546619326009,3.134940063758358,-0.7694601159165715
3,-2.823147473284534,1.208260452148306,-0.7957531792499769,0.6974458766020675
4,3.120201298609295,1.2901706533083923,-2.5460255904914093,-1.2114911262271126
5,0.790963529760351,1.1255168426263413,3.120201289430971,-0.11609925707653378
6,-2.9475041707990526,-3.1310571349005003,0.4239455212270555,1.2256849659097038
7,3.135576713998233,-2.038550381265237,-2.947504184139375,2.5646868414875708
8,2.642336513608893,1.6679543950643685,3.1355767143359197,2.3623536813810966
9,1.14058348189595,0.723046945221358,-1.6148177797534724,-0.806841597372229
10,0.9910080393979177,-1.2302192030885122,-2.3662899808161875,1.117151255552038
