pulse,alpha,beta,gamma,kappa
1,0.44958507797508973,-0.9334816769664783,-2.2891300878939043,-2.1512821503765704
2,-3.0581545415508544,-0.7649752533306107,2.3376066164379794,0.5875550870529477
3,-0.7885275078920745,-1.743912516148935,1.2860850674286957,0.38318113970669404
4,0.9485924577726009,-1.6535221112978589,-1.3487102347435127,0.7820256927522048
5,-0.4392426289411871,-1.2451718174860984,-0.7812248257336784,-1.5393901942138568
6,-0.69569475979311,-3.1045759434850337,2.423995403868835,3.134903041147932
7,-3.082848216615519,-2.0559562814192183,-0.47191000040240993,0.2978016362157925
8,-1.6118436617582264,2.1632569661838423,-1.8869025370520602,-2.1281702033165724
9,-1.9982263265415845,-2.420231479179044,-2.004853057467608,2.787216325290721
10,2.7676421780543627,1.7984799669223313,-0.37831021244014135,1.2113112486903617
11,0.617371907712871,1.156697498612084,-0.15732930834910666,2.6816469293422083
