pulse,alpha,beta,gamma,kappa
1,-2.4412327033966714,1.2255798708362504,-2.516944969693838,0.24077999659002605
2,0.28711011046671164,-2.7625537764192245,3.088377523519617,-1.994747225365271
3,-3.0550968958096756,3.0930638394477348,-2.5335381208150713,-0.6360475139677796
4,-0.3593366480392621,1.9405284829057483,2.3189534050555953,3.021311153932544
5,0.30159948240120454,-0.7502569455969804,2.368280122187628,0.3875800828744724
6,0.008290603264013256,-1.692390678453709,0.6957810645026726,1.6889625116224751
7,-2.647486615766374,-2.832176199628624,-0.666369240818863,2.421359441744063
8,0.9854307593429985,0.6993523028636123,1.9057640628584853,-0.152774690662762
9,-2.746199805701001,-0.08213519538980871,0.39675961301775875,1.7872915560939877
10,0.4260947003528928,0.24235917790853934,0.5332945231830636,1.637897331136952
