pulse,alpha,beta,gamma,kappa
1,2.555251806847364,-2.4387411780068207,-1.2765844258135177,0.9614265035193629
2,-3.1148864570923727,-2.6791893054783165,-0.8972709178165422,-3.0530109060460116
3,-1.9275129897223875,-2.1215330738773734,-1.015745051855602,-2.6199529734526363
4,-1.8669745920756262,-0.8657942052614601,-1.1865418820991358,-0.21628643827345143
5,-1.5071561631746573,-3.1414461177639232,1.2548535483856726,0.6781613769629353
6,-2.241382755805243,-2.4580051188317587,1.8198517222612463,-2.134382451838917
7,1.5470185264633427,-1.7184034344825623,0.12602134473375393,0.07219977909073666
8,0.8964086821717606,1.8906494237039009,1.1669218892289028,2.928947177373491
9,-2.720002434149431,-0.018785595920213446,-1.6971868111441868,2.63461178006348
10,1.8483551668214906,1.4627495101661268,0.030578295348350673,0.03910707221170343
