pulse,alpha,beta,gamma,kappa
1,2.774786327349257,-1.2154613689902527,1.260002192369066,1.4940765297972514
2,0.4953824312438827,1.7420783466095076,-2.8292708717885606,1.6304237827222017
3,-2.403729453887624,-0.053979131958742634,2.0876924356948146,-1.5365365056209594
4,-2.153557360166586,-0.2815280918184778,-2.2721470347737895,-1.4790510155288714
5,-0.9052470710394465,0.7108820232299712,0.4219995401771636,-1.3119830907948236
6,-0.8078095646988545,-1.0402691201709866,0.4220159296233182,2.5890738453830933
7,1.2392779790565378,0.870647703195561,-1.2848540929038135,-2.7848250211232317
8,1.977727298076173,-0.7392645537805158,-2.721441027147679,-2.8727658115061243
9,2.440607292630503,0.9113132987347365,0.062344688447690734,2.2710937025932183
10,-2.703477010281926,2.8534780052926636,-1.932835217896303,-1.8905750784666628
