pulse,alpha,beta,gamma,kappa
1,2.097061459750907,1.4710958485353032,-1.827628944171555,1.7493998630062404
2,-0.2619034053429116,-1.330787923702547,1.8596168429022064,-0.9333389648755813
3,1.4728639476515766,0.591232301165428,-1.1070291379989035,-2.9370082432021833
4,-0.40928450953475537,0.4436841576026662,1.5194326197019157,-3.0270199033041125
5,-2.426724062806894,2.146595502257183,0.8290072948067919,1.8197358683985165
6,-1.5331666325699034,-1.4050764188795772,-2.6070770576224738,1.061102623231764
7,-0.16788786897168523,2.496359095585475,-2.070562722732993,-0.6797827154062694
8,0.8514044098196675,-2.611483002811464,1.2766505291984458,0.7243550952331282
9,2.7458190880048443,1.7006176960162638,-0.24767091892441953,0.6952472864075286
10,-2.35979131941935,2.894342648199047,1.3806378370823393,-1.365249124882234
