pulse,alpha,beta,gamma,kappa
1,-1.0130736367068953,-2.6191613784345544,2.0362164623070598,-2.2688126178704504
2,-2.8697662626022673,-1.2592804730042464,2.179953182812627,-0.26136043923020236
3,-0.7819803823112208,2.868595658452068,0.12399026346424727,1.2530311960602243
4,-1.483423533866599,-1.4974675689750605,-1.3951535229818033,-1.5634864212859565
5,1.383299133576669,-0.3002102508672938,-2.4552764668497837,-1.8174492220009726
6,-3.0559815843932463,-2.3251378465618755,1.669511791441569,0.05660123179626046
7,0.977375329491166,-2.340773064039859,-2.451099668779906,-2.5461946132779754
8,3.104221738842117,1.8968300533689562,-1.2053746350531152,-2.2618562540299196
9,7.678626504749106e-09,-3.554153571632781e-09,7.63634341963545e-09,-2.389496596472407e-09
10,-6.342462767048469e-10,-5.919631915911904e-10,-6.342462767048469e-10,-4.735705532729523e-09
11,-6.342462767048469e-10,-5.919631915911904e-10,-6.342462767048469e-10,-4.735705532729523e-09
