pulse,alpha,beta,gamma,kappa
1,2.7371081852676182,-2.333769570991761,-0.9861936111810605,-2.9326590350658948
2,1.4881507484672822,-0.885547033842143,-1.8933826661329014,2.7976683296148335
3,2.7973252590856816,-1.0032546701724943,-2.7524381844952983,-2.1548782213596955
4,1.9447518289638768,0.5057956017169396,0.09683035449325406,-2.524531391835784
5,2.199671217838918,-0.49657512554110667,-2.404597359889456,-0.3988084487141345
6,-0.8842227637172285,-1.073802659509275,-0.6151606167629342,-0.35148473655651796
7,-1.3967449202849256,-2.3605128496495875,-2.0036757832254137,-2.730786628101343
8,-1.4759733118594163,0.8179849978459729,1.9316838127863856,-2.689951552862842
9,0.22535615898578193,-1.7645343936340903,0.09803633728752018,2.036723189198779
10,-1.4865947365078247,-1.8709653464988687,2.964749197253847,0.2728417547282491
