pulse,alpha,beta,gamma,kappa
1,-0.7799908655827551,1.4875584800895731,-1.8873997193128902,3.1319442834076816
2,2.7268093323382674,-2.3533849076463453,0.37975653770943,-1.4819715810664384
3,-1.7046350460354835,-1.1381296838745438,0.7681488077074019,1.830096542190273
4,-1.535096417486957,-0.9557832245827489,1.9878770323180466,2.443540351419686
5,2.210170361113655,1.2049282689639937,-1.345069793859542,-2.1422234216124343
6,-1.6609454332315179,0.9716695011583648,-1.9862468280207375,-0.8284957113387715
7,-2.098676581181961,-1.3879990178041606,-2.056976529357084,-0.15827671551354508
8,-2.3078104621089226,-1.6365437211964502,-1.4094188742629186,-0.8797516151346689
9,-1.798055673890494,0.38774708079866227,2.0056846552935688,0.9416695555296173
10,0.5527662343808503,-2.800782413191619,1.8331070388546857,2.785904378682247
