pulse,alpha,beta,gamma,kappa
1,-2.694472008938832,-1.4574889079922515,2.9769253481339266,-0.7919521505353045
2,-2.1110727437252566,-0.04448665882075351,3.1408589270091496,1.2448621941987117
3,0.13413675756545823,-1.063050666472415,-2.2319877309525173,0.9646816395443488
4,-0.47537643500132654,-0.5463673202513434,-1.9047775757415724,-1.0176157379663167
5,1.093372333387285,0.4633293038334123,0.14294544973184561,0.9202290724433612
6,1.026403351851496,0.7133761772917019,1.5954305051814035,-0.5939628232727222
7,-0.30241121925686776,-2.1886783943091426,-2.086656995578895,2.813142914312992
8,-0.904706264398694,1.8911511706729207,-3.088181802214035,-1.5901186212336946
9,-1.838547252638848,-2.6810223900424766,-0.818115475697277,-0.9857001710582275
10,-0.6768050999338469,-0.7698964859429764,-0.8995837597886873,-0.03180067364552358
