pulse,alpha,beta,gamma,kappa
1,2.6579161019990862,-1.885447841501851,-0.9611076892912117,-0.05843032505458922
2,0.7794725550635853,1.6227111383273745,-0.5832092444053573,2.9537011723066615
3,1.9364680082407315,2.0802802762885673,1.5369383552735851,0.11025768504352945
4,0.1526456209869166,-1.5654843868705606,1.4795151680363188,-1.7386072189686135
5,1.8373909739800025,-0.7638625268777857,1.1224136860044744,-0.6459822743279903
6,1.7170799930617617,1.6371177972709907,1.9764148088296198,-3.1377335629356944
7,0.22386030850876848,-2.086686736696888,2.545703992946833,2.051620292743823
8,-1.1918703423317087,-1.043016771955404,1.087060268739658,0.4233317862218947
9,-0.8227376107032103,-1.630794495710351,-0.9775427448678482,-1.1446061838777817
10,0.5569076364613659,1.772890197953803,0.37051233481026674,-1.3889338783048628
