pulse,alpha,beta,gamma,kappa
1,-2.5294027438917825,-2.1263770118635352,0.6553609669030583,-1.794206186127049
2,-0.4927145589770282,-0.3587104454998741,0.8124078034138175,2.977793634503366
3,2.8058144478878826,0.9301388417718441,3.1390884479897085,3.077019551139718
4,-3.135570653939327,0.7078388105300449,-3.0746579791074997,2.560537522856242
5,-2.8968300869321575,-2.39065202991671,-3.135570646695022,-3.012521375736977
6,-0.6868618689628734,-3.0438853970975477,3.1317145557939114,-1.9616312044761384
7,2.7649172329290237,2.3003340882144743,-0.7866025908681729,-2.908373288970909
8,-1.6520598143361271,-2.3951296357918275,-0.6041059719566816,0.837676124266681
9,0.2707360103074294,2.8758074422795534,-2.223315085463963,-0.9774869565176874
10,0.2894899165296206,1.3083760720027497,1.061437334258724,0.9248004011197323
