pulse,alpha,beta,gamma,kappa
1,-2.866327521227912,1.789034557613948,1.0123822746164057,-2.8568370667191174
2,-1.645525264473188,-1.248380386640703,1.8558547842592796,1.5301875556791091
3,-1.9892051853426036,-0.15075391726451065,-0.6801302911685286,-0.7906054400961485
4,2.948723931166938,-0.36612405490361327,1.0331385413118486,1.59350037618277
5,1.8318008990306227,2.15377920406227,-1.422131577711026,-1.0389484060657272
6,-2.5534522412560827,-1.800332118759073,-0.5248042055564464,-0.37516542906351713
7,1.424310937808271,-0.2333219042415217,0.9545249949321571,-1.5064069969841796
8,-3.008522192590281,-1.5972374035796202,0.5279595760064426,2.8032003987155085
9,2.1965479542101933,1.848843237291292,-1.3311669630771346,1.4911073299879523
10,1.8810253178577188,-2.4288335267513865,-1.3449454237182008,-3.017011497122758
