pulse,alpha,beta,gamma,kappa
1,-0.1740682620554512,0.12769935001030192,-0.11784775716696,3.1415922030527264
2,-0.6886184823791035,1.7027427610399457,-3.119310265608012,-2.900347775714304
3,0.38899969850325405,3.0015662492629196,-1.2596180888673998,-0.9577546010900129
4,2.7093083663755646,0.7150943557181829,2.9784933503571986,-2.8232932853911494
5,2.5752890274369107,-1.833243274303625,2.885084695853175,-3.116308699811596
6,-0.5680984688625452,0.26433206840464346,2.4793001212645147,2.6200739316649977
7,-1.2238749029470302,-1.6312327702602287,2.606787800072596,2.910440547364865
8,0.9528032896709493,1.80047234793958,3.094454480905138,-2.952176668927906
9,0.6451277594707778,-2.2995166678531453,0.6953878120507788,-2.7721209047194515
10,-0.6992569746363738,0.7469622085889562,1.4519641782061616,3.1313206338912254
