pulse,alpha,beta,gamma,kappa
1,-0.8654858161059686,2.0393021373366738,1.7916159659408923,-1.7616855239863143
2,0.39514691610218905,-0.3832817920646253,2.8134475600835778,-1.1499746563993447
3,-0.6003343878666793,-2.8986394315137387,-1.425344552766438,-2.33279908435324
4,-2.187061951859949,0.9248972839257368,-2.166812505494984,-1.1686204035342531
5,-2.4199965916284905,2.8110942930839324,-2.785924680864104,1.4273964849944998
6,0.6953549259746915,-2.6963367185546563,1.5642308540831174,1.8047288446487966
7,-0.32635533037521824,0.9741176083976274,2.0549587637406974,2.4331610120731044
8,2.8122807685083124,2.7551819415422463,1.1285509344608866,-0.08271059133302422
9,-0.24828317198223987,1.541629085819033,-0.0706611825364301,1.3894258780807147
10,-2.873898533094701,1.0201312524505723,-1.1646034185365952,0.3919676626148935
11,0.8868684433465055,0.7381941468953905,0.18976950970799059,-2.2360612731802307
