pulse,alpha,beta,gamma,kappa
1,3.108151034695138,1.9244047056070934,0.7793870000402312,-0.07926355213250742
2,-3.0449446777090143,-0.7249846588291099,1.3556841756851927,0.2831570560588091
3,-0.6033781710930507,3.1404575124852747,1.3799673184300856,2.2021462356859534
4,2.5314185793680393,0.9442169411505664,2.111401526369829,-2.6116383393004656
5,1.0591997371664061,-2.914453089971034,-2.457283180001264,-2.994264886496334
6,-0.9074049829921549,2.907987719969075,0.654328305961823,-2.9981902783768732
7,3.077652934578094,0.649751331659863,-0.8626581814176807,2.1831729690192145
8,1.4710259843956301,1.1337460991080979,0.8697227639474874,1.8817754452646227
9,2.895719636011047,-0.6817457634888892,-0.023319477407914794,3.1385889350033787
10,-1.0480934161199804,1.2990310125486773,-1.0065331270056233,2.484438580188973
