pulse,alpha,beta,gamma,kappa
1,-2.1241850259383876,-2.6176259403940665,0.33293570928868166,1.8276870990672704
2,-0.011046743287343242,0.7083167401309683,-0.8275680758362056,-1.6678508884320815
3,2.580375192387908,-1.1045919811191744,1.5202699388221774,-2.3530816336198592
4,2.6591806195135472,0.16527633023457322,2.2003585872791223,-0.3985671688791976
5,-2.192116214441802,-2.643637108215143,1.558165603335614,1.1740526229277795
6,0.757615740644091,-1.095134800369433,-2.727257169932083,-2.0909162488117006
7,-0.8186451411715477,0.18510130419309523,1.0080272151138996,2.0392204784860226
8,-0.21853115127178183,0.07726008447753095,1.511990406627746,2.1138600964283243
9,-0.19643022653863515,0.4441030945002644,1.2529110327228863,-1.3767305547496422
10,0.11361378420293185,-3.0442239397590147,-1.6601320481074089,0.6728739478719772
