pulse,alpha,beta,gamma,kappa
1,1.551434408226579,1.4945680844690132,0.9481982744011346,1.8804047934278687
2,2.664653314703668,1.7307124824860065,-2.8851567381855814,-1.1974809889435745
3,-2.4830891779896236,-0.9892997355303315,3.01323265899902,1.328720229391233
4,-0.4471819848700893,2.681031614287674,1.3322677303834312,-0.19245577883839304
5,0.8780942534245691,0.9410835397983096,-0.2891027961300812,1.702647791849174
6,-2.3721517925783555,-1.9056907759981037,-1.6046615565129572,2.657497575351993
7,-2.4125474158474267,-1.0205690874429267,-0.8666885047087856,0.9095802537129435
8,-1.2329617234436564e-06,-3.504214762805856e-06,-1.2171529502247288e-06,2.2706904525277682e-06
9,-1.242014503637306e-06,-3.7249017723192647e-06,-1.1914070245371102e-06,2.313592182432948e-06
10,-1.2869950389047872e-06,-3.5778272183338497e-06,-1.294797755287554e-06,2.3734715823773806e-06
