pulse,alpha,beta,gamma,kappa
1,0.4495821148690607,-0.9334804627617901,-2.289130093495761,-2.151282155349314
2,-3.0581549073485785,-0.7649784770370547,2.3376036559395366,0.5875529267448762
3,-0.7885303525720992,-1.7439032256559313,1.2860838586912795,0.38318142349924306
4,0.9485947950602923,-1.6535182512004472,-1.3487130473814348,0.782029213792966
5,-0.43924319320025274,-1.2451672442214754,-0.7812225260026081,-1.539393828594581
6,-0.6956944036869899,-3.1045762637075516,2.4239948370670943,3.134906053073326
7,-3.082847723320554,-2.05595131365883,-0.47190964012336034,0.29780313828693206
8,-1.611841486342246,2.163255875511086,-1.886902908030007,-2.1281700505780012
9,-1.9982271902188276,-2.4202353162329002,-2.0048508924478488,2.7872156146230203
10,2.7676388797573113,1.7984828876067,-0.37831110464464,1.2113134330579156
11,0.6173666963882128,1.1566930256596153,-0.1573326064925966,2.6816465387265778
