pulse,alpha,beta,gamma,kappa
1,-0.44889455591672606,-0.5056369277338784,-0.46871523783042474,-2.7322213960443587
2,-0.41070555605138864,2.281674476663515,1.8758226333305927,0.8286086355975849
3,-1.228290379837422,2.6908290497809304,1.7583158398429037,-0.7462704740913434
4,0.4559343925212926,1.2320432196085083,-1.1031031031926148,0.5743101915241106
5,-1.6566455108806535,-0.6730149153328133,-0.5991804176815781,1.32280971435836
6,-3.0706593827574196,1.1004240852309706,-1.7747429025592862,-1.013134465893716
7,-2.357535050871278,1.2661543836789373,-2.7285809502103344,2.4422561626536963
8,-1.7094859204206068,2.613042209147526,0.1265096931286637,-3.1230747907068026
9,0.8174542374908232,-0.19609978173771628,1.5326217032738803,1.096190876404479
10,0.9997709709299173,1.3012434986199377,-1.6721006379033492,-1.0506447174995328
