pulse,alpha,beta,gamma,kappa
1,-2.611478319424413,-1.0236223205077981,1.8261875124518505,-0.3998601179332893
2,0.28471231491995913,0.11042650945115311,-2.176911688737356,2.9966216740799396
3,1.9881469646603154,0.1662123246272761,1.2134166090817073,2.2084405026304927
4,2.278640010352249,2.789526640383808,-1.6210357193045544,1.212905921973033
5,1.6941046642705637,0.8066720664453345,-3.039996478452906,2.8333446743983295
6,1.1569856113550734,-2.841620636535283,0.8532655699843247,-1.654397807521609
7,-0.8729532182403777,-2.4007094800708213,2.3072943515061897,-2.974561276411617
8,-2.7086289737209146,-1.107759577552518,1.544696913392693,-3.100222059215562
9,0.338500885176179,-1.5147704634574493,0.6651116404535317,-2.4610514505794154
10,0.7506508266075357,1.5313730760054716,-2.6526724167960283,-2.0322244741168634
