pulse,alpha,beta,gamma,kappa
1,1.451935493859982,-1.6925321567217253,-2.0291145722306974,-1.6464388638681753
2,0.6590239308014856,-1.6849740741556682,0.5706500721899561,0.7989918125346918
3,-2.3773043178355526,2.2123864173440304,-0.9805273303914774,2.84387630921958
4,1.22826650124496,1.8956578102176584,-2.882993729273828,1.0395647540922297
5,-0.3615706097889233,-0.3684814909225173,-1.9522483412611356,-2.6225120805832334
6,1.2802474653154718,-0.7724970668449438,-0.2565307694742221,1.6248781018317577
7,-1.6156081292703734,-3.090061185238819,-0.7722630554425992,1.4594169189495207
8,0.8921758142603361,-1.2755981876493523,-1.5599637124868209,0.7552322491221901
9,-1.9972537963981252,2.9139409177275373,-1.979024735141779,-0.6558354271465549
10,2.396676948815926,-1.3497069332650649,-1.6616282971683354,-2.0592658638087404
