pulse,alpha,beta,gamma,kappa
1,-2.2460756304633285,0.3155695594493105,-0.17974785458261625,3.1415926423230642
2,-2.944827637439405,-2.394836899185072,-2.9539176756410352,2.796434183135943
3,0.0762704628051647,3.1349267755336636,-1.0843286110992725,1.4179615870741824
4,1.1747258584964753,0.2789589978392302,0.1186875474733613,-2.6835639843274106
5,-2.5653776959139574,-1.2899975514638378,2.736409200489214,-1.4463623407106174
6,2.7401799235092152,-0.5834252305035903,1.9391139572099956,2.690637793013503
7,-2.010331080686617,0.6072250908167658,3.0799827129839326,-2.240420262624243
8,3.0551975658802584,1.4639331835781433,2.3338616951347158,-2.484175126377541
9,0.5759590941805559,-0.6029507727179553,-1.3177749137169463,-0.7776054793959339
10,-1.4505167103019472,1.9419859823528771,1.5710896205473537,-1.0630523572896222
